   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  1.12492004E+00  2.95070981E-01  1.01709452E+00  1.86692566E+00  1.15155375E-02
      50  1.11562107E+00  3.02425045E-01  1.02731705E+00  1.87314796E+00  1.33814200E-02
     100  1.11699289E+00  3.06175866E-01  1.03127760E+00  1.87404410E+00  1.02375871E-02
     150  1.10755737E+00  2.98072706E-01  1.02892440E+00  1.86419329E+00  1.75538435E-02
     200  1.09581650E+00  3.20462222E-01  1.07981228E+00  1.86242477E+00  2.62166492E-02
     250  1.09004833E+00  3.61513778E-01  1.09811983E+00  1.87090463E+00  1.95428787E-02
     300  1.09345782E+00  3.85439309E-01  1.09709855E+00  1.87451683E+00  1.66170241E-02
     350  1.08264306E+00  3.69006408E-01  1.09857587E+00  1.86881759E+00  1.85017865E-02
     400  1.06250898E+00  4.05436919E-01  1.09805432E+00  1.87743186E+00  1.83393762E-02
     450  1.06614256E+00  4.16254379E-01  1.07910012E+00  1.87586552E+00  8.37619560E-03
     500  1.05037641E+00  5.18148070E-01  1.03505928E+00  1.87550164E+00  5.78273786E-03
     550  1.04940557E+00  4.94730328E-01  1.03018319E+00  1.88391465E+00  1.39335063E-02
     600  1.05192216E+00  5.16782078E-01  1.03340859E+00  1.88486512E+00  1.05544683E-02
     650  1.05172477E+00  5.08269923E-01  1.00453885E+00  1.86877839E+00  6.21355723E-03
     700  1.07056694E+00  4.91306541E-01  9.86716408E-01  1.86595239E+00  1.32193544E-02
     750  1.05073926E+00  4.71599671E-01  1.00454992E+00  1.86370510E+00  1.90566887E-02
     800  1.05089773E+00  4.58097557E-01  1.00425770E+00  1.85781308E+00  1.76815082E-02
     850  1.02705861E+00  4.85802315E-01  1.04927591E+00  1.85979267E+00  1.93275920E-02
     900  1.02897104E+00  4.52113911E-01  1.07137745E+00  1.86612980E+00  4.41968886E-03
     950  1.02883369E+00  4.37080909E-01  1.08786571E+00  1.87361457E+00  1.42398356E-02
    1000  1.00525263E+00  4.62713962E-01  1.12929350E+00  1.87132847E+00  9.27946604E-03
    1050  1.00174251E+00  4.61397037E-01  1.14429691E+00  1.87119621E+00  1.37640861E-02
    1100  1.00436105E+00  4.57641729E-01  1.15319253E+00  1.86332082E+00  9.56021833E-03
    1150  9.92861219E-01  4.47937029E-01  1.15391417E+00  1.87006159E+00  1.30109877E-02
    1200  9.71091559E-01  4.38383742E-01  1.19423109E+00  1.88660187E+00  1.86383087E-02
    1250  9.62012418E-01  4.81158143E-01  1.16195599E+00  1.86477724E+00  1.23516010E-02
    1300  9.80972261E-01  5.33131890E-01  1.15926119E+00  1.87742748E+00  8.70584472E-03
    1350  9.61991644E-01  5.94219107E-01  1.15059208E+00  1.86920736E+00  9.68082460E-03
    1400  9.92826172E-01  5.79770156E-01  1.15551988E+00  1.88731022E+00  1.32223832E-02
    1450  1.00556696E+00  5.68203369E-01  1.12098732E+00  1.87210722E+00  1.97893398E-02
    1500  1.01444469E+00  5.57091847E-01  1.14285328E+00  1.87733109E+00  1.41615013E-02
    1550  1.02043214E+00  5.71306900E-01  1.11467924E+00  1.87470102E+00  1.47083076E-02
    1600  1.03006668E+00  5.46150709E-01  1.13181341E+00  1.87631691E+00  1.55493469E-02
    1650  1.05416685E+00  5.54472799E-01  1.06289800E+00  1.87575102E+00  1.16921791E-02
    1700  1.05456056E+00  5.72254085E-01  1.05317945E+00  1.86995962E+00  1.30546517E-02
    1750  1.03752975E+00  5.96752220E-01  1.01940541E+00  1.86868322E+00  1.52083083E-02
    1800  1.02518477E+00  5.95023166E-01  1.03276162E+00  1.87036869E+00  8.52359913E-03
    1850  1.04394489E+00  5.94386761E-01  1.00907943E+00  1.86508394E+00  1.69663620E-02
    1900  1.03810843E+00  5.81940779E-01  1.06665578E+00  1.87826262E+00  2.03248392E-02
    1950  1.02059877E+00  5.96236009E-01  1.08527615E+00  1.87142727E+00  1.61933569E-02
