   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  7.08878812E-01  4.12271857E-03  2.17819905E-01  1.74872525E+00  9.11590240E-03
      50  7.05577550E-01  2.86812024E-02  2.11456068E-01  1.75784141E+00  1.19657649E-02
     100  7.12477480E-01  1.01368900E-02  1.67589349E-01  1.76081491E+00  9.06918292E-03
     150  7.12010650E-01  5.37339198E-02  1.92604478E-01  1.76974467E+00  1.76983988E-02
     200  7.40351046E-01  4.98205451E-02  1.60607062E-01  1.77532557E+00  1.74849377E-02
     250  7.76398528E-01  4.47858775E-02  1.39645206E-01  1.77591866E+00  2.94401035E-02
     300  7.52564122E-01  6.80728632E-02  1.29515606E-01  1.76160787E+00  2.21113568E-02
     350  7.51721359E-01  7.51691984E-02  1.57926749E-01  1.75355282E+00  2.60482145E-02
     400  7.52095027E-01  3.21919188E-02  1.59398542E-01  1.75683408E+00  2.69686192E-02
     450  7.78162157E-01  5.65324957E-02  1.65042781E-01  1.76419138E+00  2.29813339E-02
     500  7.82890366E-01  3.59827269E-02  1.45220541E-01  1.76815635E+00  3.13180719E-02
     550  7.88429867E-01  8.40772588E-02  1.54587279E-01  1.75733126E+00  2.06686879E-02
     600  7.52756603E-01  7.30406857E-02  1.91182589E-01  1.77520826E+00  2.59663719E-02
     650  7.66891669E-01  5.95632998E-02  1.69108361E-01  1.76778965E+00  1.23142729E-02
     700  7.41518688E-01  5.82222039E-02  1.95106607E-01  1.75593078E+00  1.83895185E-02
     750  7.26609476E-01  2.96292746E-02  1.89085300E-01  1.75362360E+00  1.66559601E-02
     800  7.38589030E-01 -7.41398896E-03  1.85259548E-01  1.74571343E+00  1.78069897E-02
     850  7.37551051E-01  2.09581593E-03  2.07711162E-01  1.76512279E+00  1.92029883E-02
     900  7.55604190E-01  4.09254667E-03  1.82419045E-01  1.75778047E+00  2.65138825E-02
     950  7.65824494E-01  3.85117832E-02  2.02692580E-01  1.76473991E+00  1.96657962E-02
    1000  7.57639146E-01  5.17555209E-02  1.76848844E-01  1.75095295E+00  2.95591385E-02
    1050  7.45627978E-01  9.14127612E-02  2.08497513E-01  1.76711363E+00  6.70365520E-03
    1100  7.36112915E-01  7.15672062E-02  1.81476129E-01  1.75173992E+00  1.68676870E-02
    1150  7.54742611E-01  5.68632113E-02  1.58469011E-01  1.75227265E+00  2.82700586E-02
    1200  7.78821997E-01  2.08880646E-02  1.28851073E-01  1.75782786E+00  1.63098775E-02
    1250  8.02929084E-01  3.11962867E-02  9.56856382E-02  1.75144298E+00  3.00402672E-02
    1300  8.45122981E-01  6.31398117E-02  1.20443882E-01  1.76728849E+00  1.69170698E-02
    1350  8.12090787E-01  7.79044720E-02  1.22651976E-01  1.75690767E+00  9.94037325E-03
    1400  8.23329380E-01  8.62428943E-02  1.27727940E-01  1.77518563E+00  1.22686357E-02
    1450  8.37596366E-01  5.06755580E-02  1.19525745E-01  1.78240040E+00  7.98193009E-03
    1500  8.70186967E-01  5.88124693E-02  7.34189077E-02  1.77183412E+00  6.96717888E-03
    1550  8.56455414E-01  7.23038744E-02  1.03384644E-01  1.76001973E+00  5.89458866E-03
    1600  8.70203507E-01  8.33913672E-02  1.00965456E-01  1.76382829E+00  1.40240385E-02
    1650  8.38779974E-01  1.06561311E-01  1.27677479E-01  1.77226073E+00  1.11360775E-02
    1700  8.41158073E-01  7.45947624E-02  1.84445846E-01  1.77431438E+00  2.45624852E-02
    1750  8.88008900E-01  5.38715066E-02  1.55398877E-01  1.77168511E+00  3.19120138E-02
    1800  8.89258786E-01  9.07977998E-02  1.75702445E-01  1.76490335E+00  3.23909979E-02
    1850  9.27885894E-01  7.71553768E-02  1.95783078E-01  1.76442189E+00  2.54770997E-02
    1900  8.97460293E-01  9.80930625E-02  2.34679582E-01  1.76461764E+00  1.16665876E-02
    1950  9.00209230E-01  8.11710910E-02  2.29593818E-01  1.74663251E+00  2.70606048E-02
    2000  8.95749162E-01  7.58259271E-02  3.04128221E-01  1.74777806E+00  1.04767072E-02
    2050  8.93821384E-01  5.55956264E-02  2.80744611E-01  1.75590223E+00  1.84614175E-02
    2100  8.45839896E-01  9.50342504E-02  3.10258258E-01  1.75415569E+00  1.85570535E-02
    2150  8.11117561E-01  1.10401860E-01  2.92752407E-01  1.75863568E+00  2.78968054E-02
    2200  8.35767483E-01  9.29699818E-02  3.05925874E-01  1.75662581E+00  1.55190565E-02
    2250  8.86810069E-01  1.06922234E-01  3.33636288E-01  1.75936331E+00  8.90427043E-03
    2300  8.66204506E-01  1.21203466E-01  3.29302439E-01  1.75226589E+00  9.16020734E-03
    2350  8.49835517E-01  1.02757352E-01  3.29426710E-01  1.76557924E+00  9.43281404E-03
    2400  8.30871939E-01  1.16072660E-01  3.51039860E-01  1.76199398E+00  1.67968855E-02
    2450  8.65809860E-01  9.71549715E-02  3.55282872E-01  1.76111076E+00  2.56926950E-02
    2500  8.66613521E-01  1.22514045E-01  3.47020595E-01  1.75940078E+00  2.22924639E-02
    2550  8.49532743E-01  1.36689319E-01  3.64125596E-01  1.74852591E+00  8.30354342E-03
    2600  8.68276930E-01  1.42114199E-01  3.64467822E-01  1.74959741E+00  1.65658577E-02
    2650  8.31868590E-01  1.61538272E-01  3.56573741E-01  1.76356678E+00  1.37413852E-02
    2700  8.36039517E-01  1.38602852E-01  3.97921120E-01  1.77652666E+00  2.00785720E-02
    2750  8.14434346E-01  9.49956612E-02  3.65547890E-01  1.77014907E+00  1.68108950E-02
    2800  8.00855664E-01  1.25260288E-01  3.55289708E-01  1.75944429E+00  1.46773424E-02
    2850  7.86834646E-01  9.89222412E-02  3.91320237E-01  1.76326723E+00  1.81848458E-02
    2900  7.70849692E-01  1.02968462E-01  3.64309817E-01  1.76164519E+00  1.49010465E-02
    2950  7.71181664E-01  1.30636625E-01  3.34669377E-01  1.75191384E+00  8.59255266E-03
    3000  8.09939126E-01  9.51272183E-02  3.55950582E-01  1.75984029E+00  2.36943996E-02
    3050  7.61703157E-01  1.18379605E-01  3.57756328E-01  1.74143776E+00  3.24587110E-02
    3100  7.58374665E-01  1.10162828E-01  4.04800302E-01  1.76624326E+00  1.47874739E-02
    3150  7.68787187E-01  6.52619039E-02  3.96103017E-01  1.76481465E+00  1.35312061E-02
    3200  7.58466867E-01  6.08572686E-02  4.08467560E-01  1.76915927E+00  1.50776776E-02
    3250  7.22260171E-01  5.36106552E-02  4.34691865E-01  1.77301627E+00  2.19998728E-02
    3300  7.22303730E-01  2.40936433E-02  4.06425694E-01  1.77328225E+00  1.68849929E-02
    3350  7.03588281E-01  5.58795237E-02  3.77582192E-01  1.77745382E+00  2.07054682E-02
    3400  6.97318286E-01  6.93966898E-02  4.04862250E-01  1.77689466E+00  1.07230129E-02
    3450  7.20588784E-01  4.68814038E-02  3.89143687E-01  1.76526128E+00  1.36546781E-02
    3500  6.87427231E-01  7.64916619E-02  3.87810961E-01  1.75374806E+00  2.98692859E-02
    3550  6.99673955E-01  7.25206625E-02  3.28442190E-01  1.76218326E+00  2.46388571E-02
    3600  6.87138741E-01  5.96220311E-02  3.13728982E-01  1.75005837E+00  2.46721747E-02
    3650  6.79386436E-01  7.37554378E-02  3.49124281E-01  1.76304987E+00  2.85508192E-02
    3700  6.53925939E-01  4.57093456E-02  3.54183437E-01  1.74267890E+00  2.39593903E-02
    3750  7.22262893E-01  5.98661448E-03  3.53479833E-01  1.77042887E+00  7.02846144E-03
    3800  7.33173433E-01 -2.23761755E-02  3.40866195E-01  1.75004787E+00  1.35904019E-02
    3850  7.27054447E-01 -3.89084352E-02  3.29128507E-01  1.77258606E+00  1.06203063E-02
    3900  7.18351337E-01 -3.73582985E-02  3.23037654E-01  1.76467008E+00  1.61534100E-02
    3950  7.33915811E-01  5.61273662E-03  3.68309771E-01  1.76271936E+00  1.55161292E-02
    4000  7.38187082E-01 -5.08814391E-02  4.09961046E-01  1.75550709E+00  3.85651023E-02
    4050  7.47976579E-01 -9.49103180E-02  4.24856404E-01  1.75657135E+00  2.97152511E-02
    4100  7.44305431E-01 -8.23475339E-02  4.05791386E-01  1.75935252E+00  1.81250694E-02
    4150  7.42801248E-01 -5.35287152E-02  4.24935486E-01  1.74352299E+00  2.11177793E-02
    4200  7.34673232E-01 -6.23054070E-02  3.89351190E-01  1.75087186E+00  1.77642916E-02
    4250  7.57095619E-01 -7.35414029E-02  4.17461218E-01  1.75553114E+00  1.98183558E-02
    4300  7.38760295E-01 -1.10406641E-01  4.56906316E-01  1.75055539E+00  2.99153583E-02
    4350  7.37534906E-01 -1.03534365E-01  4.84429018E-01  1.75791690E+00  1.78489100E-02
    4400  7.63379947E-01 -8.49583323E-02  5.09310270E-01  1.76275458E+00  1.63609116E-02
    4450  7.88724095E-01 -6.05051232E-02  4.57429994E-01  1.74224751E+00  7.95786350E-03
    4500  8.04129316E-01 -6.83147556E-02  4.68368848E-01  1.75682655E+00  1.55317465E-02
    4550  8.05660324E-01 -5.87982365E-02  4.54458860E-01  1.74619336E+00  2.00125170E-02
    4600  7.85149986E-01 -1.73084699E-02  4.22273496E-01  1.75263722E+00  2.85309983E-02
    4650  7.74162198E-01  1.55007395E-02  4.21161723E-01  1.74861122E+00  1.89436971E-02
    4700  7.32011953E-01  7.36122337E-02  3.59952444E-01  1.75428855E+00  1.71070721E-02
    4750  7.18403926E-01  8.48984657E-02  3.93033812E-01  1.77366604E+00  1.09742749E-02
    4800  7.15760248E-01  6.07131595E-02  3.58991264E-01  1.76220094E+00  1.48897131E-02
    4850  7.28604070E-01  7.77529976E-02  2.79817497E-01  1.76949193E+00  2.31982041E-02
    4900  7.78981058E-01  6.11197887E-02  2.86823803E-01  1.76246812E+00  2.19393594E-02
    4950  7.70494292E-01  9.24782141E-02  2.53486092E-01  1.76396172E+00  9.60135122E-03
    5000  7.85705098E-01  9.34534559E-02  2.27062468E-01  1.77233970E+00  8.06079851E-03
    5050  7.47480848E-01  1.27687734E-01  2.49093671E-01  1.77269695E+00  1.85916595E-02
    5100  7.42733081E-01  8.30136304E-02  2.69058576E-01  1.77201508E+00  3.88557726E-02
    5150  7.42380492E-01  7.63490172E-02  2.46925078E-01  1.75503252E+00  2.61613325E-02
    5200  7.57367747E-01  5.55459451E-02  2.78946840E-01  1.75866819E+00  1.34224017E-02
    5250  7.85869322E-01  7.55854479E-02  3.08012504E-01  1.75428447E+00  2.45303052E-02
    5300  8.14314661E-01  9.67031938E-02  3.39139380E-01  1.76813401E+00  1.14897070E-02
