   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  3.70810915E-02  1.06816670E+00 -3.40134777E-01  1.94887286E+00  1.21242257E-02
      50  3.20495117E-02  1.10734168E+00 -3.60973478E-01  1.95746062E+00  7.48182253E-03
     100  3.16885041E-02  1.12094871E+00 -3.78299661E-01  1.95673536E+00  1.08267957E-02
     150  1.31499744E-02  1.10498574E+00 -3.75503480E-01  1.96417995E+00  9.00072487E-03
     200  1.66319756E-02  1.11683219E+00 -3.53561642E-01  1.96346950E+00  6.96293711E-03
     250  3.21258247E-02  1.09190247E+00 -3.41174539E-01  1.96490053E+00  6.01214092E-03
     300  4.52782959E-02  1.06131393E+00 -3.43601430E-01  1.96369377E+00  6.69509804E-03
     350  2.85640263E-02  1.04794656E+00 -3.23812387E-01  1.96302744E+00  6.52720501E-03
     400  5.91463961E-02  1.07051575E+00 -3.19324635E-01  1.96412805E+00  4.70436435E-03
     450  3.28683972E-02  1.06933757E+00 -3.24960220E-01  1.96164168E+00  4.65617209E-03
     500 -1.84776425E-02  1.06472376E+00 -3.09087257E-01  1.95704444E+00  7.45682187E-03
     550 -3.39807267E-02  1.06163968E+00 -2.97402906E-01  1.95467301E+00  5.55725641E-03
     600 -3.12969908E-02  1.04209418E+00 -2.83372888E-01  1.96135946E+00  8.66669195E-03
     650 -2.32551052E-02  1.04902845E+00 -2.89972249E-01  1.96015076E+00  1.09633091E-02
     700 -1.33320917E-02  1.04049762E+00 -3.01609499E-01  1.96156689E+00  1.27485523E-02
     750 -2.81311588E-02  1.01345606E+00 -2.81608245E-01  1.96451077E+00  6.25683255E-03
     800  7.33133228E-04  1.04124881E+00 -2.80084674E-01  1.96424356E+00  1.12801905E-02
     850 -5.75409745E-02  1.03877780E+00 -2.57555027E-01  1.95754737E+00  4.87155277E-03
     900 -8.08643538E-02  1.05076905E+00 -2.40060144E-01  1.95829911E+00  1.37949749E-02
     950 -9.32455639E-02  1.05752454E+00 -2.40382973E-01  1.95617326E+00  4.11895710E-03
    1000 -9.01345911E-02  1.00283195E+00 -2.42242043E-01  1.95001397E+00  4.17837299E-03
    1050 -9.58304578E-02  9.94094938E-01 -2.36320061E-01  1.96073764E+00  2.63662629E-03
    1100 -9.65008499E-02  1.02824667E+00 -2.30054190E-01  1.96175280E+00  8.94644350E-03
    1150 -9.31399104E-02  1.02769326E+00 -2.15467467E-01  1.95604233E+00  9.80787702E-03
    1200 -9.56692184E-02  9.98568144E-01 -2.01228678E-01  1.95305549E+00  1.03676993E-02
    1250 -6.92136279E-02  9.99282823E-01 -2.04133807E-01  1.95349315E+00  1.27447437E-02
    1300 -5.82721176E-02  1.00170817E+00 -2.04827315E-01  1.95512090E+00  8.95459101E-03
    1350 -6.96106048E-02  9.84880965E-01 -2.02589463E-01  1.94906815E+00  4.57018481E-03
    1400 -7.38738666E-02  9.81390745E-01 -1.87783012E-01  1.95360440E+00  3.91508709E-03
    1450 -4.35870259E-02  9.86309821E-01 -1.80101068E-01  1.95910095E+00  1.11137464E-02
    1500 -2.32727618E-02  9.60370437E-01 -1.74917154E-01  1.96082426E+00  1.46295251E-02
    1550 -2.04036093E-02  9.64972506E-01 -1.71105500E-01  1.95891967E+00  1.55125387E-02
    1600 -5.11209899E-02  9.84538277E-01 -1.85772181E-01  1.95712917E+00  1.58254659E-02
    1650 -6.44104733E-02  9.81196902E-01 -2.01246264E-01  1.95633111E+00  1.23745942E-02
    1700 -5.72553704E-02  9.98546299E-01 -2.04543466E-01  1.95125734E+00  3.78395609E-03
    1750 -6.90022901E-02  1.01032614E+00 -2.20589588E-01  1.96105529E+00  6.14463358E-03
    1800 -8.37980784E-02  1.02447278E+00 -2.30159199E-01  1.95431790E+00  9.72966771E-03
    1850 -8.70296859E-02  1.02123690E+00 -2.20763057E-01  1.95489289E+00  1.07900196E-02
    1900 -1.28946705E-01  1.02135590E+00 -2.07478991E-01  1.94295722E+00  9.82083456E-03
    1950 -1.06343568E-01  1.04212143E+00 -2.18035081E-01  1.94397355E+00  1.72958000E-02
