   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -2.25391422E-04  9.11100491E-02 -4.77125808E-01  1.97042865E+00  6.93040279E-03
      50  1.11028667E-02  9.48092870E-02 -4.84329010E-01  1.98159045E+00  9.54067087E-03
     100  2.41930937E-03  7.42154427E-02 -5.00196789E-01  1.97424590E+00  8.78080146E-03
     150  1.64998796E-02  3.43164652E-02 -4.97809909E-01  1.98117259E+00  6.86592780E-03
     200  7.20792939E-03  1.68451175E-02 -5.16267514E-01  1.98527236E+00  4.60088761E-03
     250 -1.65349643E-02  1.88724952E-02 -5.21945880E-01  1.98646959E+00  2.76934810E-03
     300 -2.28978460E-02  6.16643985E-03 -5.36391361E-01  1.98019755E+00  1.35307518E-02
     350  5.00338058E-03 -7.81892789E-04 -5.53793499E-01  1.96976389E+00  1.21522262E-02
     400  2.33550928E-02 -4.24322498E-02 -5.83038956E-01  1.97743896E+00  7.11382590E-03
     450  9.15374560E-03 -3.73720048E-02 -5.68815057E-01  1.97395069E+00  1.40479976E-02
     500  2.74002856E-02 -5.87023137E-02 -5.01229786E-01  1.97458237E+00  6.04488306E-03
     550  1.79584236E-02 -7.08143517E-02 -5.07773359E-01  1.97068036E+00  8.24460554E-03
     600  3.83960579E-02 -8.16888412E-02 -5.43700949E-01  1.97061375E+00  1.26369394E-02
     650  4.79536878E-02 -8.63086126E-02 -5.33149108E-01  1.97591539E+00  5.35625305E-03
     700  2.27834494E-02 -9.39156410E-02 -5.49698013E-01  1.98147102E+00  8.75663874E-03
     750  2.93019540E-02 -9.78054711E-02 -5.46016398E-01  1.97576295E+00  1.72432692E-02
     800  2.61899822E-02 -9.25925439E-02 -5.43854125E-01  1.98235936E+00  9.46970878E-03
     850  2.39663008E-02 -7.11731071E-02 -5.35442669E-01  1.97881291E+00  4.77866511E-03
     900  2.52579853E-02 -6.03010755E-02 -5.24476198E-01  1.97866481E+00  7.86954972E-03
     950  2.87255380E-02 -4.24745399E-02 -5.11708621E-01  1.97141245E+00  3.94465369E-03
