   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  3.73670660E-01  2.49462354E-01  3.42374595E-02  1.99936752E+00  6.98660957E-03
      50  3.85726721E-01  2.70306363E-01  3.99658555E-02  1.99138046E+00  5.38538044E-03
     100  3.68335390E-01  2.77648293E-01  4.08424729E-02  1.99452930E+00  2.75790322E-03
     150  3.65293578E-01  2.96148403E-01  4.31628776E-02  1.99498910E+00  1.00163483E-02
     200  3.20596717E-01  2.93897103E-01  7.06831513E-02  1.99176173E+00  5.13276220E-03
     250  3.16430350E-01  2.64863656E-01  8.33616691E-02  1.99846278E+00  9.21168199E-03
     300  3.00308686E-01  2.75534375E-01  7.77156973E-02  1.99375520E+00  9.94371857E-03
     350  3.00264988E-01  2.71857324E-01  6.79046034E-02  1.99719363E+00  4.24383916E-03
     400  2.98934397E-01  2.70375909E-01  8.11091176E-02  2.00320108E+00  3.11267096E-03
     450  3.10943770E-01  2.59572349E-01  8.19511352E-02  1.99401772E+00  7.36344731E-03
     500  3.04169689E-01  2.49587088E-01  8.99344725E-02  1.99337224E+00  9.50199016E-03
     550  3.16548155E-01  2.63622055E-01  1.12536260E-01  1.99157293E+00  1.00304117E-02
     600  2.97999283E-01  2.52348048E-01  9.85981650E-02  1.99550784E+00  8.32030680E-03
     650  3.06402261E-01  2.58594061E-01  9.52303243E-02  1.99106028E+00  1.09613815E-02
     700  2.90778928E-01  2.55874797E-01  9.22140217E-02  1.99724102E+00  9.52573592E-03
     750  2.73334052E-01  2.53294033E-01  1.09286951E-01  1.99490633E+00  7.17254484E-03
     800  2.69016086E-01  2.43779540E-01  1.26333365E-01  2.00419901E+00  8.21223023E-03
     850  2.60493839E-01  2.45125815E-01  1.16245160E-01  2.00061672E+00  5.92717053E-03
     900  2.37308278E-01  2.33245175E-01  8.46483304E-02  1.99797841E+00  6.19307343E-03
     950  2.56893858E-01  2.20118204E-01  9.52167152E-02  1.99823258E+00  5.84039275E-03
    1000  2.18969751E-01  2.25647243E-01  8.75986139E-02  2.00054186E+00  8.78097592E-03
    1050  2.17391148E-01  2.47384424E-01  8.68676316E-02  2.00231383E+00  1.03337062E-02
    1100  2.36337917E-01  2.24882585E-01  7.55501386E-02  2.00000818E+00  4.93648478E-03
    1150  2.30695933E-01  2.36911188E-01  5.81573024E-02  1.99066791E+00  5.92434462E-03
    1200  2.07588139E-01  2.31178937E-01  2.49434376E-02  1.99860537E+00  8.49841078E-03
    1250  2.16338393E-01  2.44082355E-01  4.38357723E-02  1.99721453E+00  9.08216223E-03
    1300  2.21147380E-01  2.49160762E-01  3.89748886E-02  2.00365349E+00  4.56803854E-03
    1350  2.11586064E-01  2.54941645E-01  4.80442586E-02  1.99566974E+00  5.86490750E-03
    1400  2.22599430E-01  2.66667552E-01  5.76924325E-02  2.00005883E+00  7.66091729E-03
    1450  2.26188854E-01  2.44770265E-01  7.13885863E-02  1.99824212E+00  6.52362023E-03
    1500  2.29469048E-01  2.66780389E-01  6.14415212E-02  1.99817682E+00  6.13547947E-03
    1550  2.18107923E-01  2.72326939E-01  6.72599737E-02  1.99275206E+00  5.24435759E-03
    1600  2.26611073E-01  2.63535351E-01  6.22813784E-02  1.99552813E+00  9.45656368E-03
    1650  2.09850903E-01  2.62516632E-01  3.94812030E-02  1.98940620E+00  9.82887103E-03
    1700  2.34895313E-01  2.49867908E-01  5.34141852E-02  1.99957471E+00  9.71679594E-03
    1750  2.32193912E-01  2.71246386E-01  6.28295634E-02  1.99829917E+00  9.27096968E-03
    1800  2.28986435E-01  2.83775944E-01  5.06443786E-02  1.98998781E+00  7.20214913E-03
    1850  2.31558337E-01  2.97426327E-01  4.13672044E-02  1.99027605E+00  5.90274562E-03
    1900  2.46041487E-01  2.76225935E-01  3.99792611E-02  1.99337236E+00  1.04745309E-02
    1950  2.62556589E-01  2.87411816E-01  4.59488002E-02  1.99255822E+00  1.23688428E-02
    2000  2.64352415E-01  3.06128590E-01  1.59324098E-02  1.99551288E+00  7.49789364E-03
    2050  2.70482993E-01  3.20551135E-01 -1.50751330E-02  1.99702366E+00  7.15951416E-03
    2100  2.50732959E-01  3.16221940E-01  3.67734161E-03  1.99828621E+00  6.17007881E-03
