   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  8.33795360E-01  1.18166355E-01  9.71539475E-03  1.15125060E+00  8.42485629E-02
      50  7.84705938E-01  1.65849324E-01  2.95615206E-02  1.13629841E+00  2.83376712E-02
     100  7.82472915E-01  1.93871048E-01 -4.13172107E-02  1.14176185E+00  6.72547307E-02
     150  8.60317965E-01  1.11599265E-01 -1.42062836E-01  1.19283181E+00  3.43235054E-02
     200  8.66577378E-01 -2.20484020E-02 -2.62650571E-01  1.19400520E+00  4.13279946E-02
     250  8.77374092E-01 -3.50940816E-02 -2.28911854E-01  1.22217437E+00  3.24685473E-02
     300  8.86317478E-01  7.00771146E-02 -2.11416656E-01  1.22244365E+00  2.77017528E-02
     350  8.11957845E-01  1.41033488E-01 -2.17662630E-01  1.16814007E+00  3.69997089E-02
     400  8.28788116E-01  7.98332586E-02 -1.80407550E-01  1.12170527E+00  8.90952478E-02
     450  8.44519196E-01  5.73821996E-02 -1.48255835E-01  1.15739785E+00  5.43628192E-02
     500  8.26753847E-01  1.06793060E-01 -2.31894132E-01  1.17350750E+00  3.75013138E-02
     550  8.82377826E-01  1.13872621E-01 -2.84810283E-01  1.18412633E+00  4.76388907E-02
     600  9.14872181E-01  3.90876712E-03 -1.61246576E-01  1.20287270E+00  2.69411221E-02
     650  9.19151102E-01 -3.58031778E-03 -1.15321325E-01  1.18054122E+00  2.93638455E-02
     700  8.28177015E-01 -9.28728203E-02 -1.05535582E-01  1.20784635E+00  6.01141214E-02
     750  7.35659365E-01 -1.01620617E-01 -1.46613093E-01  1.15485574E+00  1.04532641E-01
     800  6.69553900E-01 -7.20971681E-02 -1.95610776E-01  1.17808655E+00  7.32606140E-02
     850  6.57954357E-01 -2.17567134E-01 -2.27214669E-01  1.17390187E+00  1.82993621E-02
     900  5.29064471E-01 -1.89920160E-01 -2.19222785E-01  1.13868884E+00  7.07987841E-02
     950  5.10435798E-01 -1.80664833E-01 -1.23202896E-01  1.12561672E+00  5.09856213E-02
    1000  5.53330879E-01 -1.85012739E-01 -6.81498392E-02  1.19335838E+00  8.12154683E-02
    1050  4.46518971E-01 -2.05374048E-01 -3.89745012E-02  1.19634739E+00  3.85870919E-02
    1100  3.63716248E-01 -1.86745425E-01 -2.11901638E-02  1.16364538E+00  5.25577199E-02
    1150  3.47262594E-01 -1.83049243E-01  4.07261988E-02  1.11324930E+00  8.92697882E-02
    1200  4.48657027E-01 -1.45341154E-01 -2.30837487E-02  1.15086670E+00  7.88499590E-02
    1250  4.34384054E-01 -1.21447500E-01 -5.04594939E-02  1.21559880E+00  6.83671653E-02
    1300  3.86040006E-01 -2.18937414E-01  3.61605788E-02  1.17653746E+00  6.46683108E-02
    1350  4.80521747E-01 -2.24220248E-01  1.88018379E-02  1.15957506E+00  5.12105764E-02
    1400  4.83647233E-01 -1.29370740E-01  2.42943686E-02  1.18674034E+00  5.99421972E-02
    1450  4.25481899E-01 -4.11782336E-02  6.11139322E-02  1.20112436E+00  3.25582840E-02
    1500  4.36879431E-01 -7.86309941E-02  1.27883383E-02  1.20194341E+00  2.04514978E-02
    1550  4.56161784E-01 -1.62992886E-01 -3.24703454E-03  1.22095336E+00  4.73211975E-02
    1600  5.11533139E-01 -1.45009407E-01 -4.58043974E-02  1.17517250E+00  2.65128491E-02
    1650  5.22970826E-01 -1.70740958E-01 -1.90017074E-02  1.16209733E+00  4.86282500E-02
    1700  5.63697904E-01 -1.95032108E-01  6.86523137E-02  1.23820607E+00  3.13976131E-02
    1750  5.61253478E-01 -1.18643631E-01  7.64243344E-02  1.17122631E+00  5.67694738E-02
    1800  5.21473071E-01 -9.97570121E-02  9.13872438E-02  1.18175473E+00  2.67409799E-02
    1850  4.56415316E-01 -2.67586064E-02  7.30560057E-02  1.13808337E+00  3.88838055E-02
    1900  5.42392864E-01  1.70101070E-01  8.83593602E-02  1.20146207E+00  3.82763079E-02
    1950  6.55419676E-01  8.16628049E-02 -1.93213005E-02  1.19921290E+00  3.33809176E-02
