   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -2.08371955E-02 -4.48891988E-02  6.07091488E-04  7.15952440E-02  2.59027073E-02
      50 -2.50976562E-02  4.41941950E-02  1.31234802E-02  9.86544187E-02  3.14848232E-02
     100  6.12977125E-03 -5.21403995E-02 -7.35516285E-02  1.17132910E-01  6.68040008E-02
     150  5.74425756E-02 -1.29371609E-01 -9.53193803E-02  1.85298672E-01  4.94842002E-02
     200  2.33567275E-02  3.42489880E-02  3.53258243E-03  8.50123853E-02  3.40318426E-02
     250 -4.46639151E-02 -4.32174946E-02 -3.28047240E-02  9.53813098E-02  4.80685330E-02
     300 -6.54099654E-02 -3.54858401E-02 -1.14900000E-01  1.43602757E-01  5.91110996E-02
     350 -4.13212257E-02  4.23673167E-02 -4.78887636E-02  1.21506892E-01  3.75076376E-02
     400 -8.99589118E-03 -2.55162231E-02 -3.73989255E-02  1.08213234E-01  2.69885544E-02
     450  5.99317592E-02  1.60862559E-02  5.82553697E-02  1.06799316E-01  5.81976235E-02
     500 -1.89640173E-02  6.91626026E-02 -3.44975109E-02  9.32389784E-02  3.85598817E-02
     550 -7.75055668E-03 -6.03463286E-03  7.33245123E-02  1.04170524E-01  4.45840458E-02
     600 -7.27243997E-02  4.85806415E-02 -7.89525778E-02  1.35069930E-01  2.31902968E-02
     650  1.38186079E-02 -5.68813874E-02  2.96991865E-02  1.11365065E-01  5.73004471E-02
     700  5.21890112E-02  1.77979645E-02 -8.93409516E-03  9.14925568E-02  4.90679759E-02
     750  5.50217884E-02  2.14718231E-02 -3.10033501E-02  1.13637301E-01  4.94345906E-02
     800  4.91169291E-03 -5.67557841E-03 -4.73633366E-02  9.54588776E-02  2.66545517E-02
     850 -1.57054233E-02 -1.08527678E-01 -5.46990152E-02  1.41622216E-01  8.64123723E-02
     900 -9.10111920E-02 -2.13338081E-02  1.51975585E-02  1.24790150E-01  4.80423041E-02
     950  6.17483404E-02 -2.07652732E-03 -1.10297179E-01  1.59645084E-01  2.96069944E-02
    1000 -5.11148683E-02  3.11635284E-02  2.96781447E-02  1.03344108E-01  5.09542415E-02
    1050 -1.04934890E-01  7.17073231E-02  2.76739605E-02  1.38940407E-01  1.38895687E-02
    1100  3.47813454E-02 -1.71481352E-02  4.69871520E-03  8.16724078E-02  2.82079819E-02
    1150 -9.75241895E-03  1.17418301E-02  7.43915761E-03  3.58803164E-02  1.31943321E-02
    1200  7.97873063E-02 -3.35482092E-02  4.90418666E-02  1.15339716E-01  3.31309920E-02
    1250  4.82935290E-02 -3.19443553E-02  1.37333490E-02  9.16708676E-02  1.36575577E-02
    1300 -1.00036290E-02  5.30494075E-03  7.89527023E-02  9.98945751E-02  6.30001438E-03
    1350 -8.75728344E-02 -1.01793258E-03  6.59955100E-04  9.64004178E-02  3.28863548E-02
    1400  7.43287658E-02 -3.97546948E-02 -9.51449528E-02  1.51920071E-01  3.48401236E-02
    1450  1.38061819E-02  1.33596684E-02 -4.04856604E-02  9.84684943E-02  4.00367799E-02
    1500 -7.56757609E-02  1.61757330E-02 -6.89447963E-02  1.34570133E-01  2.35919165E-02
    1550  4.82276266E-02  4.66760680E-02 -5.81705216E-02  1.08167422E-01  3.22736943E-02
    1600 -2.30428324E-02 -5.12718578E-02 -3.38962692E-02  1.10167618E-01  2.60176561E-02
    1650 -1.20914741E-01  3.04735556E-02 -1.10568098E-01  1.85194852E-01  3.54700106E-02
    1700  2.92509770E-02  4.84969159E-02  4.37658451E-02  9.49161963E-02  8.23234295E-03
    1750  9.48210009E-02 -7.03784464E-02 -3.93387165E-02  1.61570853E-01  3.81099026E-02
    1800  9.56115119E-02 -7.08597708E-02  2.95970429E-04  1.23946812E-01  5.17302652E-02
    1850 -9.94893653E-03 -1.30245684E-02 -4.84457719E-02  9.44016300E-02  3.74060523E-02
    1900  5.55053845E-02 -1.94916270E-02  4.03714310E-02  1.23864565E-01  3.70660353E-02
    1950 -8.06288105E-02  5.45915499E-02 -9.34914701E-02  1.45985703E-01  4.81500906E-02
