   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -4.03440058E-02 -9.66044114E-02  5.23077670E-02  2.04385321E-01  5.98488152E-02
      50  4.63310780E-02 -4.47787948E-02  9.77670209E-02  1.65166638E-01  4.89579781E-02
     100 -5.21289944E-02  3.24792553E-02  2.36491660E-02  1.63068893E-01  1.11002249E-01
     150 -5.64824204E-02 -3.26362822E-02  2.10706180E-02  1.68193444E-01  7.62549334E-02
     200  7.16382601E-02 -1.17516313E-01 -1.00511817E-01  2.31417153E-01  5.40317193E-02
     250 -7.64372910E-02  8.54034073E-02 -4.08823540E-02  1.71296626E-01  7.93061659E-02
     300  3.82813780E-02 -2.80530089E-02  2.18129488E-03  1.34508905E-01  5.99754337E-02
     350 -7.27542467E-03 -1.12556807E-02 -1.07249859E-01  1.75378204E-01  2.13991240E-02
     400 -8.64064210E-02  2.42944015E-02 -2.70855332E-02  1.51998836E-01  5.76707063E-02
     450 -9.85440578E-02  6.48462918E-02 -2.66455114E-02  2.20897971E-01  5.09582375E-02
     500  2.35208519E-02 -7.07653942E-02 -9.30232165E-02  2.16832897E-01  3.28854137E-02
     550  3.34376935E-02 -5.78494438E-02 -5.02352471E-02  1.63800799E-01  5.80207054E-02
     600 -5.56740202E-02 -9.08598419E-04  2.13926032E-02  1.54269644E-01  3.43847597E-02
     650  2.36110310E-02 -7.69746718E-02 -5.47024105E-02  2.14135887E-01  9.18806567E-02
     700  3.70242352E-02 -1.07490607E-01 -1.73787338E-01  2.71811773E-01  6.60320265E-02
     750 -2.83967902E-02 -7.04162401E-02 -4.21073542E-02  2.00238880E-01  3.41020165E-02
     800  5.82913997E-02  2.02157254E-02 -1.48766002E-01  2.77809075E-01  7.37540492E-02
     850  8.94953253E-02 -4.18804028E-02 -8.57980709E-02  2.14371827E-01  5.51717426E-02
     900  8.63780563E-04  4.90070719E-02 -1.40537303E-02  1.99822938E-01  7.01800169E-02
     950 -1.22248806E-01 -5.85550757E-02 -1.42934555E-03  1.67844881E-01  6.40342068E-02
    1000 -2.22356272E-02 -6.26024341E-02 -2.43470905E-02  1.54036046E-01  3.75474135E-02
    1050 -1.99451231E-02 -8.13204679E-02  9.95251811E-03  2.10863327E-01  5.02226618E-02
    1100 -4.36654234E-02 -1.17996864E-01 -5.43489967E-02  1.81596709E-01  4.84605400E-02
    1150 -7.62111757E-02  8.28039128E-03 -1.96809510E-02  1.68453960E-01  6.79452534E-02
    1200  8.30193154E-02  3.96925665E-02  2.37951719E-02  1.59791911E-01  2.87446099E-02
    1250  3.09708939E-02 -4.73264738E-02 -6.25022592E-02  2.06009075E-01  5.99452059E-02
    1300 -6.96673715E-02  3.82115103E-02 -1.49046680E-01  2.22359117E-01  5.73516574E-02
    1350 -2.91158496E-02  1.15627868E-01 -1.90852033E-01  2.99190064E-01  5.54176749E-02
    1400 -9.34120258E-02  1.32563724E-01  5.41549590E-02  1.92665023E-01  1.46150853E-01
    1450  6.48045315E-02 -5.16816960E-02 -7.61045797E-02  1.56303175E-01  4.74093796E-02
    1500 -1.54361690E-01  1.64982769E-02 -5.03542552E-02  2.32859405E-01  5.73482820E-02
    1550 -8.17860779E-02  3.43227076E-02  3.41401741E-02  1.76916926E-01  5.61013985E-02
    1600  8.17932468E-02  1.01809009E-03 -7.52534966E-02  1.97556187E-01  1.54183544E-01
    1650  1.88987900E-02  7.33205656E-02  4.10037151E-02  1.59584159E-01  2.10468636E-02
    1700  6.37390114E-02  3.04844086E-02 -6.64677004E-02  1.64725713E-01  3.12673810E-02
    1750  4.49904827E-02 -3.54258536E-02 -7.17273212E-02  1.49185932E-01  4.53373410E-02
    1800  1.94449508E-01  2.91867530E-02 -5.26378065E-02  2.32776687E-01  1.24614112E-01
    1850  7.54586781E-02  3.11114997E-02 -3.26795781E-02  1.89032646E-01  5.35627890E-02
    1900  7.58917496E-02 -8.27595130E-02 -2.23902781E-01  2.81174408E-01  1.37758241E-01
    1950 -3.15950132E-02 -1.09377991E-02 -1.36549108E-01  2.59638193E-01  8.24350415E-02
