   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  2.64759701E-02 -2.07717865E-02  1.44074239E-02  8.23431875E-02  4.90068965E-02
      50 -9.08683022E-03  2.76007873E-02 -5.12230535E-02  9.17524352E-02  3.69508015E-02
     100  8.31079600E-02  3.58134608E-02  4.42060740E-02  1.27633263E-01  4.07703757E-02
     150  2.13150819E-02 -2.79085868E-02 -3.94142572E-03  9.32293234E-02  2.48831795E-02
     200  2.91462041E-02  4.76520891E-02  1.48264117E-02  8.59548536E-02  3.67555293E-02
     250 -3.40521283E-02  5.16977858E-02  2.06049025E-02  9.36675746E-02  1.94253156E-02
     300 -5.64719609E-02 -1.98034267E-02 -4.60678303E-02  9.57476039E-02  4.97470823E-02
     350  2.67140404E-02 -6.79955034E-02  5.01331883E-02  1.03513699E-01  2.23933871E-02
     400 -5.38078927E-03  1.72074828E-02 -5.16417397E-03  5.32837487E-02  3.80744661E-02
     450 -1.34495188E-01  3.78505130E-03  2.39872695E-02  1.52169082E-01  2.19662099E-02
     500 -4.45372109E-02  2.15881357E-02 -2.66913205E-02  8.33389102E-02  1.73727094E-02
     550 -4.86150891E-02  2.35385729E-02  6.47687687E-03  7.26498721E-02  3.86750095E-02
     600  1.03325079E-02  6.86961050E-02  2.63584123E-02  9.90282341E-02  3.06867005E-02
     650  1.22222780E-02 -6.03796732E-02 -5.42719030E-02  1.02738013E-01  3.11589308E-02
     700 -9.96529207E-03 -4.05577871E-02 -2.34955960E-03  7.71548067E-02  3.18360556E-02
     750  5.65840926E-02 -2.33392445E-02  8.62970602E-02  1.12248791E-01  2.79492611E-02
     800 -2.52831015E-02 -6.35731987E-02  3.76931522E-02  1.00081668E-01  4.30276600E-02
     850  1.07055498E-01 -1.08369502E-01 -1.20612315E-02  1.72458194E-01  4.36898028E-02
     900  1.41237900E-02 -9.94978981E-02  1.07216358E-01  1.59550988E-01  3.38039589E-02
     950 -1.99941401E-02 -1.16286445E-02 -1.00649307E-01  1.13535833E-01  6.29498620E-02
    1000 -5.18628512E-02  7.27242889E-02  3.58604049E-02  1.17916127E-01  1.69164667E-02
    1050 -2.91675453E-02 -2.42803487E-03  7.41373897E-02  9.81795491E-02  1.28233488E-02
    1100 -8.80438527E-03  5.46021228E-02  2.46554469E-02  9.70742699E-02  3.01136391E-02
    1150 -1.40840411E-02  1.56186516E-02 -4.32648799E-03  8.73895025E-02  3.24897437E-02
    1200  8.91165421E-03  9.49182865E-03  9.39591281E-03  6.81517064E-02  2.98464749E-02
    1250  1.21360742E-02 -6.91867297E-02  7.44450010E-02  1.24495744E-01  2.78641629E-02
    1300 -2.54981033E-02  1.88463631E-02 -1.55906189E-02  6.51124864E-02  2.01062528E-02
    1350 -2.51804042E-02 -8.09408363E-03  6.24913053E-02  9.26128526E-02  4.20760793E-02
    1400  3.13757210E-02 -7.93012318E-02  3.66065997E-02  1.27579261E-01  3.67685197E-02
    1450 -4.22309955E-02 -5.16030437E-02 -3.12837270E-02  9.86665603E-02  4.81306307E-02
    1500  1.34625266E-02 -3.81863625E-02 -7.51785497E-04  8.36487317E-02  2.82567814E-02
    1550  8.77406317E-02  2.09129521E-02  8.97252168E-02  1.34684663E-01  4.02093605E-02
    1600  5.42950866E-02  5.84421459E-02  3.58408178E-02  1.02690165E-01  5.90582664E-02
    1650  4.92433606E-02  1.08855040E-01  2.11065638E-04  1.29016635E-01  5.25130160E-02
    1700  6.68850224E-02  5.34533128E-02 -7.97304997E-02  1.33773489E-01  1.30946812E-02
    1750 -1.76649711E-02  9.88080285E-03 -4.45730617E-02  7.23189266E-02  3.60216055E-02
    1800 -3.56968321E-02 -3.34464653E-02 -3.47548535E-02  9.76168799E-02  3.34741236E-02
    1850 -4.84363096E-02 -1.67208002E-02 -2.14466502E-02  8.40331455E-02  3.01002991E-02
    1900 -6.24242927E-02  8.54994214E-03 -1.14092546E-02  1.06946502E-01  3.13891954E-02
    1950  6.66792653E-02  2.02884616E-04 -5.59725415E-03  1.15496183E-01  3.19169658E-02
