   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  9.84113085E-02 -1.43986343E-01 -2.37342072E-01  4.03343592E-01  1.60462245E-01
      50  1.88170726E-01 -2.42936764E-01 -1.89121503E-01  5.44064679E-01  1.43465446E-01
     100  9.95014362E-02 -2.21860309E-01 -4.66893977E-01  6.13439246E-01  5.72556024E-02
     150 -1.60716764E-01 -1.77413483E-01 -3.28625074E-01  4.54547959E-01  1.00270671E-01
     200 -2.56401124E-01 -1.86231465E-01 -2.33819864E-01  4.25915574E-01  1.02369204E-01
     250 -1.50182520E-01 -2.19173193E-01 -7.11218845E-02  3.91751213E-01  8.40294675E-02
     300 -1.91739118E-01 -2.30786842E-01 -2.15539810E-01  4.19404087E-01  1.49631381E-01
     350 -2.65845344E-01 -1.32842408E-01 -1.92368215E-01  5.01275969E-01  9.65735853E-02
     400 -2.03696987E-01  1.50744003E-02 -9.08059695E-02  4.33016356E-01  7.90921034E-02
     450 -1.46833277E-01  2.64149129E-02 -1.15125169E-01  3.06888723E-01  1.02130550E-01
     500 -1.33574604E-01  1.40030572E-02  1.23750584E-01  3.30348628E-01  1.54855125E-01
     550 -1.06249771E-02  3.62399631E-02  1.73291279E-01  3.71416399E-01  1.39693216E-01
     600 -8.37313776E-02  1.04948162E-01 -1.00108316E-02  2.91843220E-01  1.56480923E-01
     650 -8.50450689E-02  1.53285401E-02 -7.54421364E-04  3.37447044E-01  1.49013059E-01
     700 -1.83258744E-01 -7.46735991E-02  5.60753799E-02  3.74237961E-01  9.23165775E-02
     750 -1.77062550E-01 -5.97187553E-02  2.75632879E-02  4.34094237E-01  1.91625785E-01
     800 -2.45330013E-03 -1.09329215E-01  1.68652409E-01  4.01192945E-01  2.14692813E-01
     850 -1.46558281E-01 -2.75710863E-01  2.72216241E-02  4.42126632E-01  1.74939103E-01
     900 -2.03424921E-01 -2.92246108E-01 -7.66782353E-02  4.66117842E-01  6.90515650E-02
     950 -7.52198250E-02 -2.17998586E-01 -1.66886950E-03  3.95911724E-01  1.02001141E-01
    1000 -2.83277664E-02 -1.36773149E-01 -8.17683351E-02  3.58316955E-01  9.18715976E-02
    1050 -1.50387634E-01 -2.55455185E-01 -1.30774224E-01  4.42939064E-01  7.27266046E-02
    1100  1.45177764E-01 -2.39303661E-01 -2.81035056E-02  3.84776077E-01  7.62059888E-02
    1150  3.54419470E-02 -1.39010830E-01 -2.05893089E-02  2.96011140E-01  1.25727280E-01
    1200  8.14786033E-02 -8.52036175E-02  3.09124790E-02  3.33657099E-01  5.51348186E-02
    1250  7.27357858E-02  2.75528611E-01 -4.07269468E-02  3.80502440E-01  2.17764182E-01
    1300 -7.11397631E-02  3.33168695E-01 -1.76325502E-01  4.36877750E-01  1.71481708E-01
    1350 -5.20652289E-02  1.85970983E-01 -9.95920028E-02  3.37633358E-01  1.05182725E-01
    1400 -3.31476911E-01  1.42294209E-01 -1.98346818E-01  4.91128952E-01  7.90240517E-02
    1450 -2.98302631E-01  1.45463455E-01 -1.16574520E-01  4.40802948E-01  1.73571666E-01
    1500 -1.88175957E-01  9.00862927E-02 -1.48907167E-01  3.76612560E-01  1.09734334E-01
    1550 -8.78738641E-02 -3.97426994E-03 -1.85678989E-01  4.02664413E-01  1.05992216E-01
    1600 -1.69427386E-02  1.99765187E-01 -2.13612961E-01  4.00326082E-01  1.66054020E-01
    1650 -6.40728191E-02  2.77895671E-02  4.83498606E-02  2.53416806E-01  1.02292995E-01
    1700  7.76701245E-03  8.60950269E-02  1.82474384E-01  3.71256317E-01  1.30670308E-01
    1750  1.40018239E-01  8.32893255E-02  9.41942241E-02  3.38249942E-01  8.61187693E-02
    1800  4.64797658E-02  1.13249288E-01 -1.44184906E-01  4.32292315E-01  5.54261443E-02
    1850 -1.22352213E-01  1.52815281E-01 -1.66794418E-01  4.32816025E-01  8.66855892E-02
    1900 -9.67724574E-02  8.22864133E-02  3.71291044E-02  2.82839819E-01  6.98545821E-02
    1950 -2.37409160E-01  1.46780629E-01  1.39228642E-01  3.74200220E-01  9.36536660E-02
