################################################################################
# File type: R
# Simulation type: M
# Number of atoms:       432
# Number of ensembles:         1
################################################################################
  # iter     ens   iatom           |Mom|             M_x             M_y             M_z
      -1       1     115    2.72070000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     116    1.72020000E+00  2.19178313E-01  5.08094261E-01  8.32947231E-01
      -1       1     117    2.72070000E+00  1.59651982E-01  3.54155831E-01  9.21458025E-01
      -1       1     118    1.72020000E+00  1.88272720E-02  3.66523195E-01  9.30218405E-01
      -1       1     119    2.72070000E+00  2.93901591E-01  3.90070081E-01  8.72620872E-01
      -1       1     120    1.72020000E+00  3.40409509E-01  3.11862920E-01  8.87052921E-01
      -1       1     121    2.72070000E+00  2.70286415E-01  2.22713480E-01  9.36666408E-01
      -1       1     122    1.72020000E+00  3.50966466E-01  5.57264208E-01  7.52515210E-01
      -1       1     123    2.72070000E+00  2.14379244E-01  3.41611746E-01  9.15064454E-01
      -1       1     124    1.72020000E+00  2.55422078E-01  7.45004879E-01  6.16220166E-01
      -1       1     125    2.72070000E+00  1.98047807E-01  3.99145095E-01  8.95243129E-01
      -1       1     126    1.72020000E+00  4.44350402E-01  5.65425296E-01  6.94871898E-01
      -1       1     127    2.72070000E+00  8.30922078E-02  4.94829400E-01  8.65008411E-01
      -1       1     128    1.72020000E+00  1.22273221E-01  4.78010260E-01  8.69801961E-01
      -1       1     129    2.72070000E+00  2.05357792E-01  5.69412381E-01  7.95988516E-01
      -1       1     130    1.72020000E+00  2.53859085E-01  3.72148978E-01  8.92782562E-01
      -1       1     131    2.72070000E+00  4.06417531E-01  4.73092746E-01  7.81670035E-01
      -1       1     132    1.72020000E+00  3.16365834E-01  4.35546605E-01  8.42740657E-01
      -1       1     133    2.72070000E+00  3.74091074E-01  5.23820495E-01  7.65289459E-01
      -1       1     134    1.72020000E+00  7.30026016E-02  4.88256343E-01  8.69641515E-01
      -1       1     135    2.72070000E+00  1.09079799E-01  5.55608794E-01  8.24257524E-01
      -1       1     136    1.72020000E+00  3.19222588E-01  7.62891643E-01  5.62221736E-01
      -1       1     137    2.72070000E+00  2.73355280E-01  7.19936995E-01  6.37940133E-01
      -1       1     138    1.72020000E+00  2.50001331E-01  6.14500437E-01  7.48257006E-01
      -1       1     139    2.72070000E+00  2.65855051E-01  4.35570434E-01  8.59999703E-01
      -1       1     140    1.72020000E+00  3.31468992E-01  2.89249068E-01  8.98033008E-01
      -1       1     141    2.72070000E+00  4.31313206E-01  4.31208002E-01  7.92482541E-01
      -1       1     142    1.72020000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     143    2.72070000E+00  2.95430201E-01  6.33980801E-01  7.14695278E-01
      -1       1     144    1.72020000E+00  4.04840231E-01  2.72020569E-01  8.72988658E-01
      -1       1     145    2.72070000E+00  2.60017215E-01  3.82494519E-01  8.86616598E-01
      -1       1     146    1.72020000E+00  4.20332713E-01  3.79189928E-01  8.24339377E-01
      -1       1     147    2.72070000E+00  4.82061496E-01  5.37393704E-01  6.91971618E-01
      -1       1     148    1.72020000E+00  3.88938380E-01  3.77148779E-01  8.40527058E-01
      -1       1     149    2.72070000E+00  4.45330892E-01  5.22662370E-01  7.26983111E-01
      -1       1     150    1.72020000E+00  4.33514603E-01  4.07961959E-01  8.03512370E-01
      -1       1     151    2.72070000E+00  4.55918902E-01  4.32065674E-01  7.78111308E-01
      -1       1     152    1.72020000E+00  4.04414551E-01  4.35300022E-01  8.04339954E-01
      -1       1     153    2.72070000E+00  2.75706863E-01  6.62414473E-01  6.96557817E-01
      -1       1     154    1.72020000E+00  6.70866598E-01  4.64444459E-01  5.78125723E-01
      -1       1     155    2.72070000E+00  5.02353416E-01  4.46933440E-01  7.40196965E-01
      -1       1     156    1.72020000E+00  2.90069583E-01  4.48439114E-01  8.45435981E-01
      -1       1     157    2.72070000E+00  2.53913393E-01  5.81948830E-01  7.72569445E-01
      -1       1     158    1.72020000E+00  4.38254119E-01  4.00325862E-01  8.04781046E-01
      -1       1     159    2.72070000E+00  3.73936734E-01  5.32813945E-01  7.59131490E-01
      -1       1     160    1.72020000E+00  3.99670809E-01  5.34529288E-01  7.44675557E-01
      -1       1     161    2.72070000E+00  5.10352478E-01  4.58178809E-01  7.27744823E-01
      -1       1     162    1.72020000E+00  1.90344183E-01  3.37520815E-01  9.21872438E-01
      -1       1     163    2.72070000E+00  6.08193993E-01  5.83548799E-01  5.38117892E-01
      -1       1     164    1.72020000E+00  4.98218567E-01  4.51169796E-01  7.40421552E-01
      -1       1     165    2.72070000E+00  4.46709419E-01  2.99935583E-01  8.42905298E-01
      -1       1     166    1.72020000E+00  2.03897077E-01  3.91906562E-01  8.97126094E-01
      -1       1     167    2.72070000E+00  2.27570191E-01  5.14466674E-01  8.26762269E-01
      -1       1     168    1.72020000E+00  4.99039024E-01  3.08051158E-01  8.09978108E-01
      -1       1     169    2.72070000E+00  5.77777912E-01  4.23196184E-01  6.97909503E-01
      -1       1     170    1.72020000E+00  5.73413075E-01  2.98406826E-01  7.62988081E-01
      -1       1     171    2.72070000E+00  1.37638752E-01  3.84657271E-01  9.12740027E-01
      -1       1     172    1.72020000E+00  1.79224222E-01  4.44118150E-01  8.77859753E-01
      -1       1     173    2.72070000E+00  4.26827256E-01  4.55956754E-01  7.80974988E-01
      -1       1     174    1.72020000E+00  1.05171616E-01  4.21113161E-01  9.00889914E-01
      -1       1     175    2.72070000E+00  5.38802256E-01  4.14683689E-01  7.33300461E-01
      -1       1     176    1.72020000E+00  1.66316799E-01  5.27022960E-01  8.33417976E-01
      -1       1     177    2.72070000E+00  2.34446095E-01  6.61506329E-01  7.12351322E-01
      -1       1     178    1.72020000E+00  3.92786170E-01  1.11336233E-01  9.12865416E-01
      -1       1     179    2.72070000E+00  2.32978869E-01  4.01116183E-01  8.85904427E-01
      -1       1     180    1.72020000E+00  3.80323902E-01  2.98558327E-01  8.75338023E-01
      -1       1     181    2.72070000E+00  2.47620811E-01  3.32284515E-01  9.10093916E-01
      -1       1     182    1.72020000E+00  3.64487032E-01  4.84572188E-01  7.95197459E-01
      -1       1     183    2.72070000E+00  3.48409755E-01  5.23957976E-01  7.77224988E-01
      -1       1     184    1.72020000E+00  2.08133846E-01  6.45328603E-01  7.35004283E-01
      -1       1     185    2.72070000E+00  4.01610938E-01  4.57607205E-01  7.93287023E-01
      -1       1     186    1.72020000E+00  1.43592243E-01  6.21596425E-01  7.70064382E-01
      -1       1     187    2.72070000E+00  2.73255922E-01  4.34239948E-01  8.58351250E-01
      -1       1     188    1.72020000E+00  3.24210787E-01  3.91663381E-01  8.61096488E-01
      -1       1     189    2.72070000E+00  3.48368518E-01  4.42156896E-01  8.26520813E-01
      -1       1     190    1.72020000E+00  7.41798091E-02  2.99265676E-01  9.51281983E-01
      -1       1     191    2.72070000E+00  1.59671571E-01  4.90387231E-01  8.56752796E-01
      -1       1     192    1.72020000E+00  3.29248928E-01  1.86464239E-01  9.25649086E-01
      -1       1     193    2.72070000E+00  3.29863732E-01  1.45491530E-01  9.32749770E-01
      -1       1     194    1.72020000E+00  2.96629063E-01  6.39347113E-01  7.09398667E-01
      -1       1     195    2.72070000E+00  4.37323953E-01  1.36201668E-01  8.88930181E-01
      -1       1     196    1.72020000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     197    2.72070000E+00  4.06958021E-01  5.90708973E-01  6.96741041E-01
      -1       1     198    1.72020000E+00  5.12760675E-01  5.48879436E-01  6.60157447E-01
      -1       1     199    2.72070000E+00  4.62741181E-01  4.57447344E-01  7.59350069E-01
      -1       1     200    1.72020000E+00  5.21069430E-01  5.34963325E-01  6.65057058E-01
      -1       1     201    2.72070000E+00  1.95453740E-02  5.23669587E-01  8.51697213E-01
      -1       1     202    1.72020000E+00  1.13912327E-01  3.80175657E-01  9.17872786E-01
      -1       1     203    2.72070000E+00  3.03579820E-01  4.52364205E-01  8.38573741E-01
      -1       1     204    1.72020000E+00  3.56269708E-01  4.68704312E-01  8.08324293E-01
      -1       1     205    2.72070000E+00  7.21199236E-01  2.33748587E-01  6.52099119E-01
      -1       1     206    1.72020000E+00  1.60395167E-01  5.08282559E-01  8.46121877E-01
      -1       1     207    2.72070000E+00  2.75706863E-01  6.62414473E-01  6.96557817E-01
      -1       1     208    1.72020000E+00  4.94883852E-01  5.37111436E-01  6.83082190E-01
      -1       1     209    2.72070000E+00  2.18385384E-01  7.50544753E-01  6.23690947E-01
      -1       1     210    1.72020000E+00  3.96748211E-01  3.98340869E-01  8.26991783E-01
      -1       1     211    2.72070000E+00  2.96414344E-01  2.89650207E-01  9.10077631E-01
      -1       1     212    1.72020000E+00  4.85976840E-01  5.05516124E-01  7.12937556E-01
      -1       1     213    2.72070000E+00  1.81367626E-01  5.89170420E-01  7.87390628E-01
      -1       1     214    1.72020000E+00  3.99670809E-01  5.34529288E-01  7.44675557E-01
      -1       1     215    2.72070000E+00  3.58955370E-01  3.38734778E-01  8.69718226E-01
      -1       1     216    1.72020000E+00  1.50340981E-01  5.98787875E-01  7.86670623E-01
      -1       1     217    2.72070000E+00  2.30858242E-01  5.12186319E-01  8.27266369E-01
      -1       1     218    1.72020000E+00  2.98392429E-01  2.44640565E-01  9.22557831E-01
      -1       1     219    2.72070000E+00  3.16432971E-01  2.50838920E-01  9.14849720E-01
      -1       1     220    1.72020000E+00  5.07287077E-01  3.78300389E-01  7.74305261E-01
      -1       1     221    2.72070000E+00  3.04026861E-01  5.39967006E-01  7.84858777E-01
      -1       1     222    1.72020000E+00  6.42637148E-01  5.64609576E-01  5.17912659E-01
      -1       1     223    2.72070000E+00  5.08076381E-01  3.76890879E-01  7.74475084E-01
      -1       1     224    1.72020000E+00  5.49475858E-01  4.27302194E-01  7.17975707E-01
      -1       1     225    2.72070000E+00  5.60042910E-01  3.22199461E-01  7.63242718E-01
      -1       1     226    1.72020000E+00  5.49551374E-01  2.54719963E-01  7.95682743E-01
      -1       1     227    2.72070000E+00  4.97783200E-01  4.42036420E-01  7.46200837E-01
      -1       1     228    1.72020000E+00  3.64003421E-01  4.74731722E-01  8.01330956E-01
      -1       1     229    2.72070000E+00  6.18576905E-01  3.15953547E-01  7.19399728E-01
      -1       1     230    1.72020000E+00  2.15411670E-01  6.94192491E-01  6.86800261E-01
      -1       1     231    2.72070000E+00  4.56805814E-01  3.59754491E-01  8.13575537E-01
      -1       1     232    1.72020000E+00  2.97633511E-01  6.55805403E-01  6.93782075E-01
      -1       1     233    2.72070000E+00  5.30843440E-01  4.43155311E-01  7.22370135E-01
      -1       1     234    1.72020000E+00  2.75706863E-01  6.62414473E-01  6.96557817E-01
      -1       1     235    2.72070000E+00  4.99460744E-01  4.60519363E-01  7.33798938E-01
      -1       1     236    1.72020000E+00  5.37946987E-01  3.63850043E-01  7.60411852E-01
      -1       1     237    2.72070000E+00  3.79771342E-01  6.30335494E-01  6.77090019E-01
      -1       1     238    1.72020000E+00  6.15115547E-01  5.06839948E-01  6.03942159E-01
      -1       1     239    2.72070000E+00  4.64890861E-01  3.72278682E-01  8.03296378E-01
      -1       1     240    1.72020000E+00  3.44598039E-01  5.51056937E-01  7.59992397E-01
      -1       1     241    2.72070000E+00  3.87387853E-01  4.18984082E-01  8.21208251E-01
      -1       1     242    1.72020000E+00  6.96140384E-02  4.39421475E-01  8.95579507E-01
      -1       1     243    2.72070000E+00  4.98543619E-01  4.20756089E-01  7.57904066E-01
      -1       1     244    1.72020000E+00  3.18040632E-01  4.93170921E-01  8.09711430E-01
      -1       1     245    2.72070000E+00  2.17371947E-01  6.35487639E-01  7.40881163E-01
      -1       1     246    1.72020000E+00  1.22256927E-01  5.28324256E-01  8.40194456E-01
      -1       1     247    2.72070000E+00  2.55520567E-01  4.57736302E-01  8.51578956E-01
      -1       1     248    1.72020000E+00  3.73535857E-01  3.33754005E-01  8.65493632E-01
      -1       1     249    2.72070000E+00  3.27228141E-01  3.71541742E-01  8.68837429E-01
      -1       1     250    1.72020000E+00  3.55986531E-01  4.93431764E-01  7.93598566E-01
      -1       1     251    2.72070000E+00  4.05396544E-01  4.67610239E-01  7.85489852E-01
      -1       1     252    1.72020000E+00  1.53201583E-01  4.81978842E-01  8.62685152E-01
      -1       1     253    2.72070000E+00  3.11476894E-01  5.95592462E-01  7.40440250E-01
      -1       1     254    1.72020000E+00  2.73423515E-01  6.36631468E-01  7.21068621E-01
      -1       1     255    2.72070000E+00  4.41346471E-01  4.54087803E-01  7.73962247E-01
      -1       1     256    1.72020000E+00  2.91790703E-01  4.02929830E-01  8.67470886E-01
      -1       1     257    2.72070000E+00  1.66775192E-01  5.29790233E-01  8.31569807E-01
      -1       1     258    1.72020000E+00  2.72617302E-01  4.73929809E-01  8.37299434E-01
      -1       1     259    2.72070000E+00  2.03314273E-01  3.43924974E-01  9.16721833E-01
      -1       1     260    1.72020000E+00  5.62939593E-02  5.30364654E-01  8.45898531E-01
      -1       1     261    2.72070000E+00  2.87401316E-01  4.26057156E-01  8.57832025E-01
      -1       1     262    1.72020000E+00  4.08393276E-01  3.46070253E-01  8.44659879E-01
      -1       1     263    2.72070000E+00  1.20426050E-01  2.48856429E-01  9.61024476E-01
      -1       1     264    1.72020000E+00  2.89616388E-01  5.74735441E-01  7.65376718E-01
      -1       1     265    2.72070000E+00  3.34119969E-01  5.66162260E-01  7.53541069E-01
      -1       1     266    1.72020000E+00  2.86566143E-01  5.86806057E-01  7.57323245E-01
      -1       1     267    2.72070000E+00  9.48110894E-03  7.29974897E-01  6.83408193E-01
      -1       1     268    1.72020000E+00  3.33232745E-01  5.61021766E-01  7.57766795E-01
      -1       1     269    2.72070000E+00  4.30021793E-01  5.99859001E-01  6.74722489E-01
      -1       1     270    1.72020000E+00  1.83525193E-01  5.25492813E-01  8.30768203E-01
      -1       1     271    2.72070000E+00  2.62190872E-01  4.79758198E-01  8.37309989E-01
      -1       1     272    1.72020000E+00  4.24101032E-01  6.17234344E-01  6.62691541E-01
      -1       1     273    2.72070000E+00  2.26518417E-01  4.03089279E-01  8.86683957E-01
      -1       1     274    1.72020000E+00  2.24462164E-01  4.26079469E-01  8.76397754E-01
      -1       1     275    2.72070000E+00  3.78559164E-01  4.27402106E-01  8.20987454E-01
      -1       1     276    1.72020000E+00  2.32596288E-01  6.47919803E-01  7.25326751E-01
      -1       1     277    2.72070000E+00  2.10441393E-01  5.86350455E-01  7.82245207E-01
      -1       1     278    1.72020000E+00  4.08796777E-01  4.28727910E-01  8.05653508E-01
      -1       1     279    2.72070000E+00  3.65831258E-01  5.94597967E-01  7.15975382E-01
      -1       1     280    1.72020000E+00  2.85335068E-01  3.66434865E-01  8.85612437E-01
      -1       1     281    2.72070000E+00  3.24667839E-01  6.75205359E-01  6.62335653E-01
      -1       1     282    1.72020000E+00  4.60749134E-01  5.08961690E-01  7.27095753E-01
      -1       1     283    2.72070000E+00  5.42368171E-01  5.09098140E-01  6.68323163E-01
      -1       1     284    1.72020000E+00  2.20806250E-01  3.77366755E-01  8.99354731E-01
      -1       1     285    2.72070000E+00  2.06040513E-01  4.88579323E-01  8.47842882E-01
      -1       1     286    1.72020000E+00  3.72133550E-01  4.81193892E-01  7.93705902E-01
      -1       1     287    2.72070000E+00  4.47052136E-01  4.26002972E-01  7.86553149E-01
      -1       1     288    1.72020000E+00  5.42684428E-01  3.08862575E-01  7.81087397E-01
      -1       1     289    2.72070000E+00  4.68301687E-01  4.25116787E-01  7.74576819E-01
      -1       1     290    1.72020000E+00  5.62906908E-01  4.00881032E-01  7.22793340E-01
      -1       1     291    2.72070000E+00  2.25282509E-01  3.92075817E-01  8.91921715E-01
      -1       1     292    1.72020000E+00  4.61924852E-01  5.03239720E-01  7.30325417E-01
      -1       1     293    2.72070000E+00  4.50511594E-01  4.05451769E-01  7.95391832E-01
      -1       1     294    1.72020000E+00  3.85591215E-01  1.54643640E-01  9.09617920E-01
      -1       1     295    2.72070000E+00  3.99670809E-01  5.34529288E-01  7.44675557E-01
      -1       1     296    1.72020000E+00  5.29580671E-01  4.58949484E-01  7.13379061E-01
      -1       1     297    2.72070000E+00  4.65882419E-01  9.74801111E-02  8.79460744E-01
      -1       1     298    1.72020000E+00  3.76066199E-01  4.95522762E-01  7.82963222E-01
      -1       1     299    2.72070000E+00 -9.12806154E-02  5.77304921E-01  8.11410424E-01
      -1       1     300    1.72020000E+00  3.00993521E-01  4.72583747E-01  8.28291918E-01
      -1       1     301    2.72070000E+00  5.10015198E-01  1.84720577E-01  8.40096903E-01
      -1       1     302    1.72020000E+00  4.24282730E-01  6.13355087E-01  6.66167924E-01
      -1       1     303    2.72070000E+00  4.50971256E-01  3.82754415E-01  8.06302663E-01
      -1       1     304    1.72020000E+00  4.95921118E-01  5.22530480E-01  6.93559040E-01
      -1       1     305    2.72070000E+00  4.59524338E-01  6.35141605E-01  6.20832122E-01
      -1       1     306    1.72020000E+00  3.31488093E-01  6.33836406E-01  6.98832637E-01
      -1       1     307    2.72070000E+00  5.04572394E-01  5.47311957E-01  6.67724735E-01
      -1       1     308    1.72020000E+00  1.01150402E-01  7.61185134E-01  6.40597992E-01
      -1       1     309    2.72070000E+00  6.59018823E-01  4.26605604E-01  6.19436720E-01
      -1       1     310    1.72020000E+00  2.31312611E-01  6.01739972E-01  7.64462871E-01
      -1       1     311    2.72070000E+00  2.09176467E-01  5.92303432E-01  7.78088588E-01
      -1       1     312    1.72020000E+00  3.53382130E-01  4.32741466E-01  8.29370782E-01
