   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -1.39048822E-02 -1.09875192E-01 -2.90832717E-02  1.67673726E-01  6.85499831E-02
      50  5.42410173E-02 -3.86023775E-02 -1.70791345E-02  1.33573136E-01  3.50813972E-02
     100 -4.94780756E-02 -1.41894495E-02 -8.30796083E-02  1.83626414E-01  3.65439394E-02
     150  9.52297768E-02 -3.14860250E-02 -1.11526889E-02  1.80395153E-01  5.70916574E-02
     200  2.09478176E-01  6.82122270E-03 -4.50344256E-02  2.39584500E-01  1.14904421E-01
     250  1.05279640E-01 -2.59185240E-02 -2.09414580E-02  1.65462289E-01  3.59565049E-02
     300 -2.18228901E-02  2.65359523E-02  9.71420653E-02  1.64624903E-01  7.11425038E-02
     350 -6.45743462E-02  8.40001867E-02  1.81779071E-02  1.71438030E-01  4.66458652E-02
     400  9.43292115E-02 -1.02378445E-01  1.02072984E-01  2.03346098E-01  8.96413888E-02
     450 -1.65088931E-01 -1.52384975E-01 -1.16637479E-02  2.89741302E-01  8.76230674E-02
     500  1.36481848E-01 -1.07782454E-01  4.86338352E-02  2.40974724E-01  3.57406572E-02
     550  1.50701138E-01 -1.43048145E-01  4.78144488E-02  2.61605727E-01  7.45630735E-02
     600 -1.17575645E-02 -1.25842485E-01  8.14054938E-02  2.02525684E-01  3.16678840E-02
     650  9.47063080E-03 -1.11216301E-01  9.52813064E-03  1.71261244E-01  6.12258458E-02
     700 -7.35150388E-02  6.82682586E-02  5.03056066E-02  1.92067569E-01  7.08866320E-02
     750  5.71274118E-03 -1.29135784E-02 -2.04718974E-01  2.72960415E-01  9.68540768E-02
     800  8.82838933E-02  4.84688879E-02 -3.18927125E-02  1.35177992E-01  4.49802861E-02
     850  1.62166414E-01 -1.06040599E-01  5.15116081E-03  2.10126702E-01  1.12198740E-01
     900  7.27905487E-03  4.09935793E-02  6.51851987E-02  1.75704739E-01  7.10109923E-02
     950 -5.53284369E-02 -2.17616168E-02  8.55011840E-02  1.71368126E-01  5.43605114E-02
    1000 -3.04520472E-02  2.66689676E-02  3.07041377E-02  1.11583508E-01  4.04648275E-02
    1050  1.16396537E-01 -1.08879699E-01 -6.97095788E-02  1.96012829E-01  9.42890571E-02
    1100  2.62335452E-02  5.89316438E-02  1.17409451E-01  1.92817421E-01  6.97058669E-02
    1150  4.84226539E-02  8.09501965E-02 -1.00508108E-03  1.80927325E-01  4.94102023E-02
    1200 -1.00349554E-02  8.91508121E-02 -3.15653662E-02  1.91375158E-01  7.79378223E-02
    1250 -8.15856103E-02  3.18708034E-02 -1.37994362E-01  2.44481635E-01  7.20294188E-02
    1300 -3.03856574E-02  1.11882638E-01  3.80057421E-02  2.04756315E-01  7.28755395E-02
    1350 -7.12222574E-02  9.55386423E-02  3.54800738E-02  1.84105300E-01  4.06249372E-02
    1400  4.31402737E-02 -5.64633723E-03 -5.72369094E-02  1.36428514E-01  4.79169990E-02
    1450 -3.86165737E-02 -4.35173453E-02  6.87096242E-02  1.73823235E-01  6.23811826E-02
    1500  9.74366867E-02  4.14654097E-02  1.52673130E-01  2.18281396E-01  7.57744647E-02
    1550 -7.70863902E-03  2.29534879E-02  2.81187411E-02  1.01441759E-01  3.80351319E-02
    1600 -8.19522634E-03 -1.27299540E-01  6.26892714E-05  1.53634432E-01  9.14180182E-02
    1650  4.75921106E-02 -1.29201875E-01  2.52629558E-02  1.63510408E-01  7.40306836E-02
    1700 -1.22272681E-01  1.42950570E-02 -6.80976195E-03  1.51091396E-01  6.00605054E-02
    1750 -5.66394172E-02  1.76875957E-02 -1.48234577E-01  2.03641292E-01  6.98565816E-02
    1800 -1.01569502E-01 -1.34638086E-01  2.48013166E-02  2.26277075E-01  8.93881365E-02
    1850 -8.06475018E-02 -7.65190866E-02 -3.15814599E-02  1.66136578E-01  1.10807044E-01
    1900 -1.80300694E-01 -1.68036907E-01  4.72485411E-02  2.89862411E-01  4.62766148E-02
    1950 -5.78727778E-02  1.53853321E-02 -6.20210440E-02  1.72994508E-01  4.67675075E-02
