   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -6.40989377E-01  3.59517211E-01  3.01901487E-01  1.21080871E+00  3.44056466E-02
      50 -6.31254002E-01  3.88699190E-01  1.95953342E-01  1.21099147E+00  9.14017187E-02
     100 -6.83773052E-01  2.77427195E-01  2.06206622E-01  1.19973684E+00  5.05529630E-02
     150 -7.18884369E-01  2.57403562E-01  2.15831563E-01  1.18570638E+00  5.58460651E-02
     200 -6.70745291E-01  2.28138935E-01  1.48959305E-01  1.25058670E+00  4.21030061E-02
     250 -6.99169442E-01  1.30266024E-01  1.96515863E-01  1.25052569E+00  1.92998041E-02
     300 -6.53173092E-01  1.49671952E-01  1.61494516E-01  1.22373160E+00  3.47275654E-02
     350 -6.24796773E-01  2.17524371E-01  1.52942986E-01  1.24529157E+00  3.67685247E-02
     400 -6.16357497E-01  2.90224182E-01  1.57970295E-01  1.20582705E+00  3.14895661E-02
     450 -6.02220870E-01  3.23095998E-01  9.92915628E-02  1.17310594E+00  8.43645437E-02
     500 -5.82610350E-01  3.48042716E-01  9.76315488E-02  1.21032967E+00  6.92347110E-02
     550 -6.74174728E-01  3.44556184E-01  1.89036465E-01  1.25341521E+00  2.94420724E-02
     600 -5.93190448E-01  2.84805699E-01  2.87527548E-01  1.22282968E+00  6.00354827E-02
     650 -5.73227399E-01  3.11074207E-01  2.92319545E-01  1.24634073E+00  5.21680888E-02
     700 -4.60014271E-01  2.12461398E-01  2.22431912E-01  1.21874067E+00  5.11112089E-02
     750 -4.98719131E-01  1.19835276E-01  1.49807087E-01  1.23721831E+00  4.39256777E-02
     800 -4.91618136E-01  1.31687505E-01  1.05108092E-01  1.21943294E+00  2.35328204E-02
     850 -4.25225711E-01  1.98066918E-01  6.95300601E-02  1.20019818E+00  5.20054208E-02
     900 -4.83900857E-01  1.78025478E-01  7.78737510E-02  1.23951179E+00  4.75493511E-02
     950 -5.49598437E-01  2.06159974E-01  8.37849440E-02  1.26183119E+00  3.06662164E-02
    1000 -5.04224652E-01  2.33920125E-01  8.54001899E-02  1.21917665E+00  1.77591077E-02
    1050 -4.08294507E-01  2.50565821E-01  4.31534807E-02  1.24943109E+00  8.57105003E-02
    1100 -4.71489363E-01  1.99808100E-01 -1.76192619E-02  1.26015403E+00  4.83348614E-02
    1150 -4.41647062E-01  2.46009048E-01  2.00780917E-02  1.22113068E+00  7.56022033E-02
    1200 -4.49928585E-01  2.00204883E-01 -6.77906682E-02  1.23812014E+00  5.63935850E-02
    1250 -4.17157623E-01  2.27940415E-01 -6.75334368E-02  1.23587699E+00  6.09493007E-02
    1300 -3.26969796E-01  8.45296514E-02 -1.36488935E-01  1.19551885E+00  7.83279862E-02
    1350 -2.24702889E-01  1.05233880E-01 -1.38182678E-01  1.22111068E+00  6.33231305E-02
    1400 -2.86899966E-01  7.43983469E-02 -6.31339401E-02  1.26114706E+00  1.03403827E-02
    1450 -2.91423078E-01  3.89503255E-02 -2.16006185E-03  1.24992492E+00  3.87964861E-02
    1500 -3.36759828E-01  3.46741208E-02  3.57083858E-02  1.27462640E+00  6.66977051E-02
    1550 -4.16529043E-01  6.06698986E-02 -3.78972360E-02  1.22795091E+00  1.88054154E-02
    1600 -4.21148273E-01  4.31546474E-02  7.22833630E-02  1.19227503E+00  7.98874685E-02
    1650 -3.52575537E-01  5.79331775E-02 -1.18049745E-01  1.22680725E+00  3.49663413E-02
    1700 -3.80740267E-01  1.04889633E-01 -1.60389772E-01  1.21389422E+00  5.74538246E-02
    1750 -3.53290122E-01  1.33304249E-01 -1.97811733E-01  1.26479054E+00  8.36094061E-02
    1800 -3.30497225E-01  1.13678640E-01 -1.65003370E-01  1.23264216E+00  9.80719333E-02
    1850 -3.94095847E-01  1.66187902E-01 -1.59963340E-01  1.25983748E+00  7.88824735E-02
    1900 -4.29207825E-01  2.68919284E-01 -1.99507614E-01  1.29607336E+00  3.65810498E-02
    1950 -3.94531302E-01  3.20735013E-01 -2.26337311E-01  1.28822225E+00  5.62284235E-02
    2000 -3.98089558E-01  3.23982741E-01 -2.63947762E-01  1.19942221E+00  5.73426457E-02
    2050 -4.55326779E-01  2.21420725E-01 -3.20206928E-01  1.19865432E+00  6.23872985E-02
    2100 -3.99740885E-01  2.56687171E-01 -3.35752339E-01  1.21642800E+00  5.43588819E-02
    2150 -4.12155185E-01  1.72220486E-01 -3.00797747E-01  1.18897626E+00  8.42772352E-02
    2200 -3.60415255E-01  2.05966867E-01 -3.54503729E-01  1.20181254E+00  9.98500543E-02
    2250 -3.60544211E-01  2.57000371E-01 -3.14123105E-01  1.21859919E+00  5.27991958E-02
    2300 -2.98695124E-01  2.49629235E-01 -2.67718854E-01  1.22469395E+00  8.11344936E-02
    2350 -4.12260942E-01  2.05092910E-01 -1.60242613E-01  1.25514843E+00  2.68040948E-02
    2400 -4.56557265E-01  2.24100375E-01 -2.75316240E-01  1.28618206E+00  3.56945449E-02
    2450 -4.25204558E-01  1.62620186E-01 -1.38069304E-01  1.27459811E+00  5.84730356E-02
    2500 -3.61003961E-01  1.64379876E-01 -1.65212410E-01  1.23744060E+00  5.12417586E-02
    2550 -3.79143023E-01  1.84162864E-01 -1.71965607E-01  1.22891524E+00  5.72827372E-02
    2600 -3.62797534E-01  2.44374759E-01 -2.31869004E-01  1.24006675E+00  4.96962787E-02
    2650 -4.06138758E-01  2.07259329E-01 -2.90780559E-01  1.24004311E+00  5.34912249E-02
    2700 -4.33591499E-01  3.19922384E-01 -3.36456316E-01  1.30273385E+00  4.54759349E-02
    2750 -3.68785924E-01  2.11671213E-01 -1.94986640E-01  1.24068978E+00  3.42870540E-02
    2800 -4.99261628E-01  1.61504786E-01 -9.40535033E-02  1.25453151E+00  2.38486602E-02
    2850 -5.28285045E-01  1.57899459E-01 -7.57764624E-02  1.16925131E+00  3.74425936E-02
    2900 -5.84070486E-01  1.81811431E-01 -5.33794093E-02  1.23058006E+00  5.66907972E-02
    2950 -5.81172012E-01  2.43930652E-01 -4.43755257E-02  1.19891670E+00  5.18614633E-02
    3000 -5.86936384E-01  2.23100659E-01 -1.50876687E-01  1.19375848E+00  3.91500701E-02
    3050 -5.75439842E-01  2.57517467E-01 -1.53981792E-01  1.21860874E+00  5.43973230E-02
    3100 -7.38942162E-01  2.09693266E-01 -1.97048929E-01  1.23878873E+00  3.66993556E-02
    3150 -7.00226754E-01  2.01196569E-01 -1.49379420E-01  1.19930261E+00  5.88541933E-02
    3200 -6.34240527E-01  1.18194830E-01 -4.71061116E-02  1.21334790E+00  5.48354873E-02
    3250 -6.63776037E-01  1.32288357E-01 -1.14427457E-01  1.23054327E+00  5.31105141E-02
    3300 -6.49589450E-01  1.38312220E-01 -1.08679202E-01  1.27322065E+00  3.75491605E-02
    3350 -6.09203443E-01  1.06514084E-01 -9.80997860E-02  1.25023700E+00  2.62784148E-02
    3400 -5.91445085E-01  1.72161071E-01 -2.52020807E-01  1.24818692E+00  3.93880012E-02
    3450 -4.70015971E-01  1.36415413E-01 -3.02952921E-01  1.18400507E+00  7.30390139E-02
    3500 -5.08455097E-01  1.77582385E-01 -3.00065266E-01  1.22860727E+00  3.16306450E-02
    3550 -5.88254902E-01  1.97533319E-01 -3.21536209E-01  1.22315258E+00  9.46209724E-02
    3600 -5.86029301E-01  1.53733376E-01 -4.03006124E-01  1.26389469E+00  3.20489387E-02
    3650 -5.65141781E-01  2.13445464E-01 -4.04744668E-01  1.27423290E+00  4.86927780E-02
    3700 -5.88605829E-01  2.38417974E-01 -4.46755171E-01  1.22143226E+00  3.13899248E-02
    3750 -6.82262125E-01  1.73066558E-01 -5.59656498E-01  1.25710039E+00  1.68975038E-02
    3800 -5.84378334E-01  2.28828416E-01 -5.56154164E-01  1.23484699E+00  3.86206239E-02
    3850 -5.07078980E-01  2.65849169E-01 -4.99182746E-01  1.22997413E+00  7.95784065E-02
    3900 -3.86023026E-01  3.36492197E-01 -4.91291726E-01  1.22043909E+00  3.04867357E-02
    3950 -2.70674728E-01  3.57120597E-01 -5.48526978E-01  1.21110061E+00  3.22768610E-02
    4000 -2.27305901E-01  3.88780429E-01 -5.60350505E-01  1.21263158E+00  3.68467297E-02
    4050 -2.29562739E-01  3.37011975E-01 -5.26522158E-01  1.20720185E+00  4.59467260E-02
    4100 -8.45928473E-02  3.74949796E-01 -5.80513925E-01  1.23172095E+00  3.64164260E-02
    4150 -1.72365582E-01  4.21026179E-01 -5.70914670E-01  1.24541483E+00  4.69327793E-02
    4200 -1.74236817E-01  3.99138794E-01 -5.26286645E-01  1.23025225E+00  3.96911959E-02
    4250 -2.29177051E-01  4.17147817E-01 -5.05938576E-01  1.23566185E+00  6.79440946E-02
    4300 -1.72949737E-01  4.32681712E-01 -4.57033908E-01  1.27688251E+00  3.48678126E-02
    4350 -1.44011701E-01  4.95818262E-01 -4.27493497E-01  1.26934057E+00  3.45167391E-02
    4400  1.97567959E-02  4.68577952E-01 -3.98617301E-01  1.20324759E+00  5.33487036E-02
    4450  7.61444876E-03  5.22284483E-01 -3.71402834E-01  1.22882306E+00  3.79110542E-02
    4500  3.61750940E-02  5.27201723E-01 -2.21033212E-01  1.19654616E+00  9.13549107E-02
    4550  6.95143750E-02  4.68304138E-01 -2.54055919E-01  1.18197091E+00  6.48097442E-02
    4600  9.71735175E-02  5.83241301E-01 -2.55758798E-01  1.26057564E+00  2.88860880E-02
    4650  1.81517026E-01  6.14396015E-01 -3.02263248E-01  1.25796557E+00  3.90259486E-02
    4700  3.14377186E-01  4.55070864E-01 -2.03490738E-01  1.23352252E+00  6.01670714E-02
    4750  2.50809003E-01  4.25935091E-01 -2.18242814E-01  1.23259746E+00  6.29751943E-02
    4800  2.94052887E-01  3.92807314E-01 -1.51237374E-01  1.23723354E+00  2.66536807E-02
    4850  3.05054247E-01  4.07408534E-01 -1.95983886E-01  1.23314008E+00  3.25944706E-02
    4900  2.69599279E-01  4.46571478E-01 -1.88518698E-01  1.24662853E+00  3.25467310E-02
    4950  3.20091716E-01  4.00688708E-01 -9.54087858E-02  1.21349461E+00  5.51280326E-02
    5000  3.58926447E-01  4.92217337E-01 -8.10287802E-02  1.23626956E+00  3.34514962E-02
    5050  4.11075878E-01  4.23069181E-01  2.44763494E-02  1.22350555E+00  4.75859854E-02
    5100  3.39195729E-01  4.09872837E-01  3.65579388E-02  1.25126722E+00  5.38177623E-02
    5150  3.50263866E-01  3.43555585E-01 -2.73925326E-02  1.23654708E+00  6.50846410E-02
    5200  2.31604977E-01  2.46835094E-01 -6.30100567E-02  1.23944860E+00  4.39373368E-02
    5250  1.54410764E-01  2.89727434E-01 -6.81829786E-02  1.23573856E+00  7.67042571E-02
    5300  2.69126782E-01  4.31951470E-01 -7.39699041E-02  1.20896606E+00  7.78054885E-02
    5350  2.00496222E-01  4.78101139E-01 -1.76024316E-01  1.23154632E+00  5.21133243E-02
    5400  1.52508005E-01  5.22524435E-01 -1.76358269E-01  1.24637216E+00  4.33565858E-02
    5450  1.00186973E-01  4.61383818E-01 -1.50191556E-01  1.27853780E+00  6.87630137E-02
    5500  7.16950807E-02  5.24003531E-01 -1.70204855E-01  1.28442782E+00  5.34579428E-02
    5550  5.67481908E-02  5.29017046E-01 -1.29052895E-01  1.20902390E+00  3.88452453E-02
    5600  3.21011008E-02  5.26409540E-01 -2.51742160E-02  1.22366171E+00  7.93858938E-02
    5650 -4.11630270E-02  5.23196989E-01 -5.51669927E-02  1.24674590E+00  1.08920738E-01
