   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  4.30915877E-01  6.04040438E-01  1.46905757E+00  1.93271030E+00  1.01104032E-02
      50  4.56117969E-01  5.64086147E-01  1.47463064E+00  1.93776065E+00  1.06489659E-02
     100  4.45042049E-01  5.49555125E-01  1.47709440E+00  1.93192724E+00  7.74076355E-03
     150  4.65887560E-01  5.33119102E-01  1.47378772E+00  1.93759047E+00  9.30166772E-03
     200  4.64294382E-01  5.45326052E-01  1.48738908E+00  1.94244860E+00  1.44266994E-02
     250  4.83050711E-01  5.29381756E-01  1.51942436E+00  1.93781527E+00  1.42103938E-02
     300  4.62716192E-01  5.03558638E-01  1.50325236E+00  1.93129256E+00  1.23514965E-02
     350  4.57080976E-01  5.14729050E-01  1.50956956E+00  1.93532566E+00  1.13557082E-02
     400  4.67686328E-01  4.77277020E-01  1.52327015E+00  1.93501763E+00  8.92035749E-03
     450  4.51768252E-01  5.08883110E-01  1.50533064E+00  1.93641883E+00  1.50181422E-02
     500  4.52610784E-01  5.38623239E-01  1.50706640E+00  1.93522891E+00  1.62705478E-02
     550  4.60629985E-01  5.50298517E-01  1.49928941E+00  1.93983292E+00  4.49032346E-03
     600  4.66437964E-01  5.90445773E-01  1.44103183E+00  1.92721898E+00  9.56576999E-03
     650  4.73012638E-01  5.86292550E-01  1.45768856E+00  1.93752427E+00  6.23682555E-03
     700  4.63851502E-01  6.12139046E-01  1.45739203E+00  1.94140483E+00  5.57535001E-03
     750  5.08455144E-01  5.97901104E-01  1.45363747E+00  1.93744820E+00  9.21921269E-03
     800  4.94602904E-01  6.09021812E-01  1.46249137E+00  1.94744775E+00  7.45356043E-03
     850  4.88135877E-01  5.93208006E-01  1.49112541E+00  1.94347222E+00  8.04297202E-03
     900  4.63893961E-01  6.16676234E-01  1.50376961E+00  1.95213778E+00  9.16837324E-03
     950  4.28817053E-01  6.03633385E-01  1.50181057E+00  1.94458801E+00  7.78111306E-03
    1000  4.24340459E-01  5.79930635E-01  1.50096511E+00  1.93201297E+00  1.07131071E-02
    1050  4.34442081E-01  5.74810390E-01  1.48902144E+00  1.92870552E+00  9.28114515E-03
    1100  4.40853929E-01  5.64477748E-01  1.50319549E+00  1.93518058E+00  1.35519082E-02
    1150  3.97926820E-01  5.96355756E-01  1.52487598E+00  1.93930169E+00  1.02123781E-02
    1200  4.26723380E-01  5.69598928E-01  1.52744549E+00  1.93820565E+00  5.14742000E-03
    1250  3.91369901E-01  5.88854948E-01  1.55068910E+00  1.93523850E+00  3.77013695E-03
    1300  4.15420414E-01  6.05571915E-01  1.56642915E+00  1.94555587E+00  7.79860959E-03
    1350  3.78905614E-01  6.08920769E-01  1.55856446E+00  1.93534614E+00  1.51009334E-02
    1400  4.27112237E-01  5.76056831E-01  1.56918116E+00  1.93299849E+00  1.02327201E-02
    1450  4.41888444E-01  5.88549702E-01  1.56520484E+00  1.93627163E+00  9.10374480E-03
    1500  4.46306305E-01  6.14120154E-01  1.54690254E+00  1.93086456E+00  9.77145144E-03
    1550  4.77673348E-01  6.04861777E-01  1.53341386E+00  1.93246689E+00  7.70045697E-03
    1600  5.14731091E-01  5.97485930E-01  1.52417771E+00  1.92941035E+00  1.15380469E-02
    1650  5.13106127E-01  6.01027249E-01  1.52848523E+00  1.93509218E+00  8.68914682E-03
    1700  5.19281729E-01  6.19715440E-01  1.50544459E+00  1.94049644E+00  8.61012373E-03
    1750  4.94226834E-01  6.15296541E-01  1.50519013E+00  1.94276369E+00  6.44192241E-03
    1800  5.03309440E-01  6.12810518E-01  1.49555377E+00  1.93875459E+00  7.65807196E-03
    1850  4.60750514E-01  5.82930504E-01  1.52279238E+00  1.94089453E+00  6.97215152E-03
    1900  4.45199011E-01  6.08413986E-01  1.50301503E+00  1.94355051E+00  8.28094135E-03
    1950  4.47288555E-01  5.99683133E-01  1.51743405E+00  1.93611132E+00  3.23092782E-03
