   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -3.26875355E-02 -3.33764213E-02 -1.29237547E-02  1.07223835E-01  1.30696445E-02
      50 -4.14616040E-02 -1.77035803E-02 -5.47987837E-04  9.83170065E-02  2.94603176E-02
     100 -1.80311305E-02  2.02006883E-02  4.11166421E-02  1.12640200E-01  3.53531361E-02
     150 -5.78300507E-03  2.12563966E-02 -8.09504796E-03  6.52476242E-02  3.54583635E-02
     200  1.91787706E-03  2.05868977E-02 -2.93065596E-02  8.45526281E-02  4.12162136E-02
     250  2.33931464E-02 -7.26105536E-02  5.07125410E-02  1.46619356E-01  3.53294411E-02
     300  2.90478831E-03 -3.39422990E-02 -3.48794272E-04  1.00475067E-01  4.29712938E-02
     350 -8.42289625E-03 -1.57651825E-02  1.12338530E-01  1.40248543E-01  2.44777102E-02
     400  3.74993900E-02 -4.27758151E-02 -2.27295877E-02  9.45683673E-02  2.52686545E-02
     450  2.71048944E-02 -3.17103026E-02  4.03560710E-03  9.70718500E-02  3.02518150E-02
     500  3.38998239E-02  3.31862936E-03 -5.70465229E-03  1.23821073E-01  7.58494707E-02
     550 -4.94560564E-02 -7.91797979E-02  3.57293974E-03  1.19078282E-01  4.04600886E-02
     600  1.35232822E-02 -7.31503620E-02 -1.21917990E-02  9.78874194E-02  2.36977827E-02
     650 -1.90368042E-02 -6.03988802E-02 -7.47217378E-02  1.10398761E-01  3.83761466E-02
     700  1.90029403E-02 -7.75282929E-04 -3.14981480E-02  8.61263605E-02  2.10212262E-02
     750  7.72376650E-03 -3.59003900E-02  3.66537253E-02  9.00560233E-02  4.25014189E-02
     800 -1.17668816E-02  8.87340411E-02 -6.79245705E-03  1.11159370E-01  3.64243272E-02
     850 -5.49503768E-02  4.56758919E-02 -1.18302034E-02  1.14140803E-01  3.76573583E-02
     900 -1.05328483E-02 -1.40915939E-02  7.61139394E-02  1.11979899E-01  2.49487601E-02
     950  8.09580214E-02 -5.05251129E-02 -5.84549069E-02  1.38431222E-01  3.64159217E-02
    1000  6.81882797E-02  3.51253153E-02  6.72411397E-02  1.31402909E-01  2.53725195E-02
    1050  4.92798159E-02 -9.29270441E-02 -3.28611917E-02  1.37955059E-01  5.49941647E-02
    1100  4.70434183E-02 -1.21440519E-01 -5.71965690E-02  1.89716879E-01  6.53347674E-02
    1150 -4.82055452E-02 -4.82472024E-02  5.88703941E-02  1.22783268E-01  6.77939218E-02
    1200  3.21184321E-02  5.89342917E-02  7.04901830E-02  1.24189152E-01  4.54182303E-02
    1250  2.36422085E-02  5.60686033E-02 -1.16589078E-01  1.82545728E-01  7.17211255E-02
    1300 -3.11194223E-02 -6.48663966E-02 -3.95179010E-02  1.67486091E-01  6.31715290E-02
    1350 -5.15235131E-03  1.21048614E-03  5.99517473E-02  1.09384411E-01  2.17471544E-02
    1400  2.97468973E-02 -7.89029069E-02  3.22803916E-02  1.06642419E-01  6.10076367E-02
    1450 -3.12147855E-02  9.21613925E-02 -2.09678398E-02  1.08012672E-01  3.81302470E-02
    1500  9.50954734E-02 -1.39716290E-01  3.35127305E-02  1.77006912E-01  4.21983048E-02
    1550 -9.29702181E-02  8.39578819E-02 -8.49633627E-03  1.50126646E-01  3.73788970E-02
    1600 -2.35212836E-02 -2.00885744E-02  1.03013914E-01  1.23794081E-01  3.76458343E-02
    1650 -5.79186599E-02 -3.68324358E-03  5.04368100E-02  1.21470114E-01  5.79422255E-02
    1700 -6.17676268E-02 -5.88936445E-02 -4.08550279E-02  1.32875233E-01  5.93769819E-02
    1750 -7.43904583E-03 -4.32455869E-02 -6.91175952E-02  1.53869228E-01  6.32814511E-02
    1800  1.21778003E-03  5.64203034E-02 -2.69110749E-01  2.82780948E-01  2.77529927E-02
    1850  2.82544426E-02  2.93456678E-02  4.28925128E-02  1.17621783E-01  5.21489911E-02
    1900 -2.17021591E-03  5.20859424E-02 -6.89439914E-02  1.44183555E-01  1.62732605E-02
    1950  1.33233122E-03  1.01899070E-01 -2.19464272E-03  1.49677477E-01  7.98151789E-02
