   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -3.34262501E-02  5.05542851E-02 -6.68199620E-02  1.08030983E-01  2.94272816E-02
      50  3.89919027E-02  5.68154261E-03  2.46695734E-02  7.82006027E-02  3.84046019E-02
     100  4.74630616E-02 -4.02034549E-02  3.26917753E-02  1.12432047E-01  3.40266830E-02
     150  5.79136958E-02 -1.11756318E-03  3.71965235E-02  9.47597550E-02  2.46018614E-02
     200 -1.33344311E-02  4.42851139E-02 -4.89999461E-03  8.16163903E-02  4.38908561E-02
     250  3.86081886E-02 -5.04770442E-02 -4.59401902E-02  1.11654129E-01  4.95573260E-02
     300 -6.35548963E-02 -7.42682948E-02  4.31659452E-02  1.35607004E-01  2.78654729E-02
     350  2.23070351E-02  6.59394682E-02 -2.00153497E-02  9.15774882E-02  5.01832233E-02
     400 -1.27036753E-02  2.57965779E-03 -3.71225963E-02  8.24689028E-02  3.15808755E-02
     450 -1.96798326E-02  1.44731262E-02  1.00173003E-02  1.00174679E-01  3.08948405E-02
     500  3.15969298E-02  2.40080481E-02 -8.55025706E-03  7.07015884E-02  2.11048840E-02
     550 -2.72606216E-02 -4.09115949E-02  5.82985045E-02  9.03981167E-02  1.65649152E-02
     600 -5.67317813E-02  1.24101085E-01 -2.42389961E-02  1.51674468E-01  3.91675429E-02
     650  8.93600588E-02 -8.89303141E-03 -4.12789849E-02  1.37863439E-01  3.07909754E-02
     700 -7.97807307E-02  2.06887875E-02  1.89953249E-02  1.09397681E-01  4.08064029E-02
     750  2.58137647E-02 -9.13482056E-03 -8.65289011E-02  1.08136496E-01  2.33672108E-02
     800 -7.41675260E-02 -3.11129457E-02  2.52806279E-02  1.11570427E-01  5.19965315E-02
     850 -2.78835684E-03  2.56604883E-02 -2.50929883E-02  1.00112811E-01  1.55337809E-02
     900 -4.83160075E-03  1.68500761E-02 -3.51133070E-02  6.86827861E-02  1.98129131E-02
     950  2.57391639E-02 -3.00772013E-02  6.76460936E-02  8.33707965E-02  3.03616266E-02
    1000 -5.33363052E-02  2.71235047E-02 -3.87789597E-02  9.45962524E-02  3.31209351E-02
    1050 -1.02204852E-02  6.38282301E-03  7.57144154E-02  1.03661891E-01  1.29662139E-02
    1100 -1.41507081E-03  1.21564663E-02 -5.62273561E-04  7.07286271E-02  3.29759154E-02
    1150  6.80573168E-02  5.73694163E-02  1.98253922E-02  1.37737029E-01  5.16993157E-02
    1200  7.02840081E-03 -1.42819942E-02 -2.37064420E-02  5.91150451E-02  2.70961092E-02
    1250 -2.74778013E-02 -5.45149743E-03  2.26947290E-02  7.34032996E-02  2.89792508E-02
    1300 -3.54364876E-02  3.00189380E-02 -8.69751663E-02  1.15809992E-01  4.17074673E-02
    1350 -1.00496840E-02  6.63112291E-02  1.10916114E-02  7.97851906E-02  3.32858941E-02
    1400 -4.19791159E-02  8.12221377E-02 -4.91367324E-03  9.80015860E-02  1.86554584E-02
    1450  3.39284957E-03 -1.97299054E-02  4.43037194E-02  8.93253666E-02  4.63449155E-02
    1500  3.89879328E-02  5.33078594E-02 -2.82317613E-02  1.01473210E-01  3.18436981E-02
    1550 -6.39545089E-02  8.66073125E-02 -3.20378200E-03  1.17016682E-01  2.68646848E-02
    1600  3.46665378E-02 -6.66876684E-02 -1.53814604E-02  9.45462138E-02  3.05620105E-02
    1650 -5.09817228E-02  5.19281295E-02  6.12783731E-02  1.11858956E-01  5.55636789E-02
    1700  2.87393310E-02 -4.04572055E-02  1.30770403E-02  8.93445487E-02  1.84710496E-02
    1750  2.97207868E-02 -8.04562883E-02  1.64082961E-02  1.19131524E-01  4.46648748E-02
    1800  2.46415578E-02  5.01657599E-02  4.12139392E-02  1.08271798E-01  4.50331459E-02
    1850 -8.23631605E-02  6.09594445E-02 -1.56300498E-02  1.24296351E-01  4.20151522E-02
    1900 -3.12006365E-02  1.70356280E-02  1.66361368E-02  5.72077691E-02  1.93518339E-02
    1950  1.53634944E-02  4.98413049E-02  1.25672590E-02  7.76257620E-02  2.95503677E-02
